surrogate_setting,dataset,target_type,target_item,victim_model,method,metric,k,attack_size,value
SR-GNN,diginetica,popular,4092,srgnn,DPSBR,recall,30,0.01,0.3547273982056591
SR-GNN,diginetica,popular,4092,srgnn,DPSBR,recall,40,0.01,0.4253343849617141
SR-GNN,diginetica,popular,4092,srgnn,DPSBR,recall,50,0.01,0.4823687929277991
SR-GNN,diginetica,popular,4092,srgnn,Poisoning-SSL,mrr,10,0.01,0.0271772841488407
SR-GNN,diginetica,popular,4092,srgnn,Poisoning-SSL,mrr,20,0.01,0.0288926015075491
SR-GNN,diginetica,popular,4092,srgnn,Poisoning-SSL,mrr,30,0.01,0.0297582502733827
SR-GNN,diginetica,popular,4092,srgnn,Poisoning-SSL,mrr,40,0.01,0.0303263759695366
SR-GNN,diginetica,popular,4092,srgnn,Poisoning-SSL,mrr,50,0.01,0.0307365979493264
SR-GNN,diginetica,popular,4092,srgnn,Poisoning-SSL,recall,10,0.01,0.0535344572611653
SR-GNN,diginetica,popular,4092,srgnn,Poisoning-SSL,recall,20,0.01,0.0790364454960728
SR-GNN,diginetica,popular,4092,srgnn,Poisoning-SSL,recall,30,0.01,0.100857734398107
SR-GNN,diginetica,popular,4092,srgnn,Poisoning-SSL,recall,40,0.01,0.1209208321009563
SR-GNN,diginetica,popular,4092,srgnn,Poisoning-SSL,recall,50,0.01,0.1394557823129251
SR-GNN,diginetica,popular,4092,srgnn,TC-SACP-C,mrr,10,0.01,0.0633996612984588
SR-GNN,diginetica,popular,4092,srgnn,TC-SACP-C,mrr,20,0.01,0.0727861462582419
SR-GNN,diginetica,popular,4092,srgnn,TC-SACP-C,mrr,30,0.01,0.0768242912329269
SR-GNN,diginetica,popular,4092,srgnn,TC-SACP-C,mrr,40,0.01,0.0790822926688187
SR-GNN,diginetica,popular,4092,srgnn,TC-SACP-C,mrr,50,0.01,0.0804695933003756
SR-GNN,diginetica,popular,4092,srgnn,TC-SACP-C,recall,10,0.01,0.1838049229353577
SR-GNN,diginetica,popular,4092,srgnn,TC-SACP-C,recall,20,0.01,0.3213546288080449
SR-GNN,diginetica,popular,4092,srgnn,TC-SACP-C,recall,30,0.01,0.422261658286503
SR-GNN,diginetica,popular,4092,srgnn,TC-SACP-C,recall,40,0.01,0.5014624207170791
SR-GNN,diginetica,popular,4092,srgnn,TC-SACP-C,recall,50,0.01,0.5640507410693746
SR-GNN,diginetica,popular,4092,srgnn,TC-SACP-G,mrr,10,0.01,0.0689887518537826
SR-GNN,diginetica,popular,4092,srgnn,TC-SACP-G,mrr,20,0.01,0.077096101451787
SR-GNN,diginetica,popular,4092,srgnn,TC-SACP-G,mrr,30,0.01,0.0808029030739509
SR-GNN,diginetica,popular,4092,srgnn,TC-SACP-G,mrr,40,0.01,0.0827589367632616
SR-GNN,diginetica,popular,4092,srgnn,TC-SACP-G,mrr,50,0.01,0.084027000525447
SR-GNN,diginetica,popular,4092,srgnn,TC-SACP-G,recall,10,0.01,0.1903776003154885
SR-GNN,diginetica,popular,4092,srgnn,TC-SACP-G,recall,20,0.01,0.3098853067797167
SR-GNN,diginetica,popular,4092,srgnn,TC-SACP-G,recall,30,0.01,0.4027901015478655
SR-GNN,diginetica,popular,4092,srgnn,TC-SACP-G,recall,40,0.01,0.4712609681553781
SR-GNN,diginetica,popular,4092,srgnn,TC-SACP-G,recall,50,0.01,0.528492556442867
SR-GNN,diginetica,popular,4092,tron,CLEAN,mrr,10,0.01,0.00006285122744750075
SR-GNN,diginetica,popular,4092,tron,CLEAN,mrr,20,0.01,0.00007300971505493894
SR-GNN,diginetica,popular,4092,tron,CLEAN,mrr,30,0.01,0.00009752358152032793
SR-GNN,diginetica,popular,4092,tron,CLEAN,mrr,40,0.01,0.0001134037555507
SR-GNN,diginetica,popular,4092,tron,CLEAN,mrr,50,0.01,0.0001223927247823
SR-GNN,diginetica,popular,4092,tron,CLEAN,recall,10,0.01,0.0001150218541522
SR-GNN,diginetica,popular,4092,tron,CLEAN,recall,20,0.01,0.0002793387886555
SR-GNN,diginetica,popular,4092,tron,CLEAN,recall,30,0.01,0.0008708797528673
SR-GNN,diginetica,popular,4092,tron,CLEAN,recall,40,0.01,0.0014459890236287
SR-GNN,diginetica,popular,4092,tron,CLEAN,recall,50,0.01,0.0018567813598869
SR-GNN,diginetica,popular,4092,tron,CREAT,mrr,10,0.01,0.000009330854495007111
SR-GNN,diginetica,popular,4092,tron,CREAT,mrr,20,0.01,0.000013200769029416274
SR-GNN,diginetica,popular,4092,tron,CREAT,mrr,30,0.01,0.00002227585371541876
SR-GNN,diginetica,popular,4092,tron,CREAT,mrr,40,0.01,0.000031160945341715674
SR-GNN,diginetica,popular,4092,tron,CREAT,mrr,50,0.01,0.00004067165996099422
SR-GNN,diginetica,popular,4092,tron,CREAT,recall,10,0.01,0.00006572677380130797
SR-GNN,diginetica,popular,4092,tron,CREAT,recall,20,0.01,0.0001314535476026
SR-GNN,diginetica,popular,4092,tron,CREAT,recall,30,0.01,0.0003614972559071
SR-GNN,diginetica,popular,4092,tron,CREAT,recall,40,0.01,0.0006736994314634
SR-GNN,diginetica,popular,4092,tron,CREAT,recall,50,0.01,0.0011009234611719
SR-GNN,diginetica,popular,4092,tron,DPSBR,mrr,10,0.01,0.0594139388751436
SR-GNN,diginetica,popular,4092,tron,DPSBR,mrr,20,0.01,0.0699686102457394
SR-GNN,diginetica,popular,4092,tron,DPSBR,mrr,30,0.01,0.0746626173119191
SR-GNN,diginetica,popular,4092,tron,DPSBR,mrr,40,0.01,0.0772804401254489
SR-GNN,diginetica,popular,4092,tron,DPSBR,mrr,50,0.01,0.0788787474854608
SR-GNN,diginetica,popular,4092,tron,DPSBR,recall,10,0.01,0.2242104571297118
SR-GNN,diginetica,popular,4092,tron,DPSBR,recall,20,0.01,0.3792270531400966
SR-GNN,diginetica,popular,4092,tron,DPSBR,recall,30,0.01,0.4962535738933255
SR-GNN,diginetica,popular,4092,tron,DPSBR,recall,40,0.01,0.587991718426501
SR-GNN,diginetica,popular,4092,tron,DPSBR,recall,50,0.01,0.6600446942061848
SR-GNN,diginetica,popular,4092,tron,Poisoning-SSL,mrr,10,0.01,0.0238626594721929
SR-GNN,diginetica,popular,4092,tron,Poisoning-SSL,mrr,20,0.01,0.0284098197161011
SR-GNN,diginetica,popular,4092,tron,Poisoning-SSL,mrr,30,0.01,0.0305744245274405
SR-GNN,diginetica,popular,4092,tron,Poisoning-SSL,mrr,40,0.01,0.0318731788857936
SR-GNN,diginetica,popular,4092,tron,Poisoning-SSL,mrr,50,0.01,0.0327045455720889
SR-GNN,diginetica,popular,4092,tron,Poisoning-SSL,recall,10,0.01,0.0850504452988925
SR-GNN,diginetica,popular,4092,tron,Poisoning-SSL,recall,20,0.01,0.1521903447369285
SR-GNN,diginetica,popular,4092,tron,Poisoning-SSL,recall,30,0.01,0.2064970915902592
SR-GNN,diginetica,popular,4092,tron,Poisoning-SSL,recall,40,0.01,0.2521443359952677
SR-GNN,diginetica,popular,4092,tron,Poisoning-SSL,recall,50,0.01,0.2897400506096158
SR-GNN,diginetica,popular,4092,tron,TC-SACP-C,mrr,10,0.01,0.0031316786357208
SR-GNN,diginetica,popular,4092,tron,TC-SACP-C,mrr,20,0.01,0.0045915584223909
SR-GNN,diginetica,popular,4092,tron,TC-SACP-C,mrr,30,0.01,0.0058027144107822
SR-GNN,diginetica,popular,4092,tron,TC-SACP-C,mrr,40,0.01,0.0068614289710098
SR-GNN,diginetica,popular,4092,tron,TC-SACP-C,mrr,50,0.01,0.007750597605144
SR-GNN,diginetica,popular,4092,tron,TC-SACP-C,recall,10,0.01,0.0125866771829504
SR-GNN,diginetica,popular,4092,tron,TC-SACP-C,recall,20,0.01,0.0348680535015938
SR-GNN,diginetica,popular,4092,tron,TC-SACP-C,recall,30,0.01,0.0655624568668046
SR-GNN,diginetica,popular,4092,tron,TC-SACP-C,recall,40,0.01,0.1029774228531992
SR-GNN,diginetica,popular,4092,tron,TC-SACP-C,recall,50,0.01,0.1433829570475533
SR-GNN,diginetica,popular,4092,tron,TC-SACP-G,mrr,10,0.01,0.0530031201960118
SR-GNN,diginetica,popular,4092,tron,TC-SACP-G,mrr,20,0.01,0.062864895027556
SR-GNN,diginetica,popular,4092,tron,TC-SACP-G,mrr,30,0.01,0.0669111450720943
SR-GNN,diginetica,popular,4092,tron,TC-SACP-G,mrr,40,0.01,0.0690800512736577
SR-GNN,diginetica,popular,4092,tron,TC-SACP-G,mrr,50,0.01,0.0703905653589207
SR-GNN,diginetica,popular,4092,tron,TC-SACP-G,recall,10,0.01,0.2202832823950836
SR-GNN,diginetica,popular,4092,tron,TC-SACP-G,recall,20,0.01,0.3638469880705905
SR-GNN,diginetica,popular,4092,tron,TC-SACP-G,recall,30,0.01,0.4645897006145453
SR-GNN,diginetica,popular,4092,tron,TC-SACP-G,recall,40,0.01,0.5405698511288574
SR-GNN,diginetica,popular,4092,tron,TC-SACP-G,recall,50,0.01,0.5997403792434849
SR-GNN,diginetica,popular,4092,wearec,CLEAN,mrr,10,0.01,0.00005477231150108997
SR-GNN,diginetica,popular,4092,wearec,CLEAN,mrr,20,0.01,0.00008039892243573715
SR-GNN,diginetica,popular,4092,wearec,CLEAN,mrr,30,0.01,0.0001053239570915
SR-GNN,diginetica,popular,4092,wearec,CLEAN,mrr,40,0.01,0.0001317264495358
SR-GNN,diginetica,popular,4092,wearec,CLEAN,mrr,50,0.01,0.0001392256203178
SR-GNN,diginetica,popular,4092,wearec,CLEAN,recall,10,0.01,0.00008215846725163495
SR-GNN,diginetica,popular,4092,wearec,CLEAN,recall,20,0.01,0.0004600874166091
SR-GNN,diginetica,popular,4092,wearec,CLEAN,recall,30,0.01,0.0011173551546222
SR-GNN,diginetica,popular,4092,wearec,CLEAN,recall,40,0.01,0.0020539616812908
SR-GNN,diginetica,popular,4092,wearec,CLEAN,recall,50,0.01,0.0023825955502974
SR-GNN,diginetica,popular,4092,wearec,CREAT,mrr,10,0.01,0.0054073768914052
SR-GNN,diginetica,popular,4092,wearec,CREAT,mrr,20,0.01,0.0075564251705894
SR-GNN,diginetica,popular,4092,wearec,CREAT,mrr,30,0.01,0.0099922035124177
SR-GNN,diginetica,popular,4092,wearec,CREAT,mrr,40,0.01,0.0122042723918612
SR-GNN,diginetica,popular,4092,wearec,CREAT,mrr,50,0.01,0.0139937905650486
SR-GNN,diginetica,popular,4092,wearec,CREAT,recall,10,0.01,0.0163002399027243
SR-GNN,diginetica,popular,4092,wearec,CREAT,recall,20,0.01,0.0498208945413914
SR-GNN,diginetica,popular,4092,wearec,CREAT,recall,30,0.01,0.112162739491932
SR-GNN,diginetica,popular,4092,wearec,CREAT,recall,40,0.01,0.1906898024910447
SR-GNN,diginetica,popular,4092,wearec,CREAT,recall,50,0.01,0.2719773899898123
SR-GNN,diginetica,popular,4092,wearec,DPSBR,mrr,10,0.01,0.002624447908141
SR-GNN,diginetica,popular,4092,wearec,DPSBR,mrr,20,0.01,0.0051911112636146
SR-GNN,diginetica,popular,4092,wearec,DPSBR,mrr,30,0.01,0.0083712403833398
SR-GNN,diginetica,popular,4092,wearec,DPSBR,mrr,40,0.01,0.0121810495270023
SR-GNN,diginetica,popular,4092,wearec,DPSBR,mrr,50,0.01,0.0154692494016082
SR-GNN,diginetica,popular,4092,wearec,DPSBR,recall,10,0.01,0.0155936770843603
SR-GNN,diginetica,popular,4092,wearec,DPSBR,recall,20,0.01,0.0555719872490058
SR-GNN,diginetica,popular,4092,wearec,DPSBR,recall,30,0.01,0.1376482960333892
SR-GNN,diginetica,popular,4092,wearec,DPSBR,recall,40,0.01,0.27286470143613
SR-GNN,diginetica,popular,4092,wearec,DPSBR,recall,50,0.01,0.4220316145781984
SR-GNN,diginetica,popular,4092,wearec,Poisoning-SSL,mrr,10,0.01,0.0055016830748862
SR-GNN,diginetica,popular,4092,wearec,Poisoning-SSL,mrr,20,0.01,0.006647762261558
SR-GNN,diginetica,popular,4092,wearec,Poisoning-SSL,mrr,30,0.01,0.00744147613357
SR-GNN,diginetica,popular,4092,wearec,Poisoning-SSL,mrr,40,0.01,0.0080438373510896
SR-GNN,diginetica,popular,4092,wearec,Poisoning-SSL,mrr,50,0.01,0.008567067701732
SR-GNN,diginetica,popular,4092,wearec,Poisoning-SSL,recall,10,0.01,0.0161030595813204
SR-GNN,diginetica,popular,4092,wearec,Poisoning-SSL,recall,20,0.01,0.0333399060107134
SR-GNN,diginetica,popular,4092,wearec,Poisoning-SSL,recall,30,0.01,0.0534851621808143
SR-GNN,diginetica,popular,4092,wearec,Poisoning-SSL,recall,40,0.01,0.0747477735055374
SR-GNN,diginetica,popular,4092,wearec,Poisoning-SSL,recall,50,0.01,0.0985244339281606
SR-GNN,diginetica,popular,4092,wearec,TC-SACP-C,mrr,10,0.01,0.0018631975449485
SR-GNN,diginetica,popular,4092,wearec,TC-SACP-C,mrr,20,0.01,0.0037070667757725
SR-GNN,diginetica,popular,4092,wearec,TC-SACP-C,mrr,30,0.01,0.0057054550863178
SR-GNN,diginetica,popular,4092,wearec,TC-SACP-C,mrr,40,0.01,0.0084189936795275
SR-GNN,diginetica,popular,4092,wearec,TC-SACP-C,mrr,50,0.01,0.0111190787393018
SR-GNN,diginetica,popular,4092,wearec,TC-SACP-C,recall,10,0.01,0.0115021854152288
SR-GNN,diginetica,popular,4092,wearec,TC-SACP-C,recall,20,0.01,0.0403069440336521
SR-GNN,diginetica,popular,4092,wearec,TC-SACP-C,recall,30,0.01,0.0918367346938775
SR-GNN,diginetica,popular,4092,wearec,TC-SACP-C,recall,40,0.01,0.1887672943573564
SR-GNN,diginetica,popular,4092,wearec,TC-SACP-C,recall,50,0.01,0.31156133951165
SR-GNN,diginetica,popular,4092,wearec,TC-SACP-G,mrr,10,0.01,0.0038395716387927
SR-GNN,diginetica,popular,4092,wearec,TC-SACP-G,mrr,20,0.01,0.0058330037355819
SR-GNN,diginetica,popular,4092,wearec,TC-SACP-G,mrr,30,0.01,0.0078570506788947
SR-GNN,diginetica,popular,4092,wearec,TC-SACP-G,mrr,40,0.01,0.0107424218413209
SR-GNN,diginetica,popular,4092,wearec,TC-SACP-G,mrr,50,0.01,0.0139023962352749
SR-GNN,diginetica,popular,4092,wearec,TC-SACP-G,recall,10,0.01,0.0156265404712609
SR-GNN,diginetica,popular,4092,wearec,TC-SACP-G,recall,20,0.01,0.0468303263334319
SR-GNN,diginetica,popular,4092,wearec,TC-SACP-G,recall,30,0.01,0.0983601169936573
SR-GNN,diginetica,popular,4092,wearec,TC-SACP-G,recall,40,0.01,0.2015675835551612
SR-GNN,diginetica,popular,4092,wearec,TC-SACP-G,recall,50,0.01,0.3458707154359328
SR-GNN,diginetica,popular,5334,freqrec,CLEAN,mrr,10,0.01,0.0002331474726229
SR-GNN,diginetica,popular,5334,freqrec,CLEAN,mrr,20,0.01,0.0002630420618821
SR-GNN,diginetica,popular,5334,freqrec,CLEAN,mrr,30,0.01,0.0002777947413876
SR-GNN,diginetica,popular,5334,freqrec,CLEAN,mrr,40,0.01,0.0002845100248114
SR-GNN,diginetica,popular,5334,freqrec,CLEAN,mrr,50,0.01,0.0002940783133192
SR-GNN,diginetica,popular,5334,freqrec,CLEAN,recall,10,0.01,0.000706562818364
SR-GNN,diginetica,popular,5334,freqrec,CLEAN,recall,20,0.01,0.0011337868480725
SR-GNN,diginetica,popular,5334,freqrec,CLEAN,recall,30,0.01,0.00151171579743
SR-GNN,diginetica,popular,5334,freqrec,CLEAN,recall,40,0.01,0.0017417595057346
SR-GNN,diginetica,popular,5334,freqrec,CLEAN,recall,50,0.01,0.0021854152288934
SR-GNN,diginetica,popular,5334,freqrec,CREAT,mrr,10,0.01,0.0006812110627549
SR-GNN,diginetica,popular,5334,freqrec,CREAT,mrr,20,0.01,0.001312427009071
SR-GNN,diginetica,popular,5334,freqrec,CREAT,mrr,30,0.01,0.0019864603352134
SR-GNN,diginetica,popular,5334,freqrec,CREAT,mrr,40,0.01,0.002725912749765
SR-GNN,diginetica,popular,5334,freqrec,CREAT,mrr,50,0.01,0.0035581950737328
SR-GNN,diginetica,popular,5334,freqrec,CREAT,recall,10,0.01,0.0041407867494824
SR-GNN,diginetica,popular,5334,freqrec,CREAT,recall,20,0.01,0.0139833711262282
SR-GNN,diginetica,popular,5334,freqrec,CREAT,recall,30,0.01,0.0312202175556212
SR-GNN,diginetica,popular,5334,freqrec,CREAT,recall,40,0.01,0.0576095172368464
SR-GNN,diginetica,popular,5334,freqrec,CREAT,recall,50,0.01,0.0955174340267508
SR-GNN,diginetica,popular,5334,freqrec,DPSBR,mrr,10,0.01,0.0007718722793158
SR-GNN,diginetica,popular,5334,freqrec,DPSBR,mrr,20,0.01,0.0014475958477014
SR-GNN,diginetica,popular,5334,freqrec,DPSBR,mrr,30,0.01,0.0022207724168585
SR-GNN,diginetica,popular,5334,freqrec,DPSBR,mrr,40,0.01,0.0031282503779251
SR-GNN,diginetica,popular,5334,freqrec,DPSBR,mrr,50,0.01,0.0042549836704268
SR-GNN,diginetica,popular,5334,freqrec,DPSBR,recall,10,0.01,0.0043872621512373
SR-GNN,diginetica,popular,5334,freqrec,DPSBR,recall,20,0.01,0.0148213874921949
SR-GNN,diginetica,popular,5334,freqrec,DPSBR,recall,30,0.01,0.0347037365670906
SR-GNN,diginetica,popular,5334,freqrec,DPSBR,recall,40,0.01,0.0669262874231818
SR-GNN,diginetica,popular,5334,freqrec,DPSBR,recall,50,0.01,0.1183246245358046
SR-GNN,diginetica,popular,5334,freqrec,Poisoning-SSL,mrr,10,0.01,0.0045240168761316
SR-GNN,diginetica,popular,5334,freqrec,Poisoning-SSL,mrr,20,0.01,0.005455696097233
SR-GNN,diginetica,popular,5334,freqrec,Poisoning-SSL,mrr,30,0.01,0.0060828198190827
SR-GNN,diginetica,popular,5334,freqrec,Poisoning-SSL,mrr,40,0.01,0.0065541879321094
SR-GNN,diginetica,popular,5334,freqrec,Poisoning-SSL,mrr,50,0.01,0.0069094546793378
SR-GNN,diginetica,popular,5334,freqrec,Poisoning-SSL,recall,10,0.01,0.0169575076407374
SR-GNN,diginetica,popular,5334,freqrec,Poisoning-SSL,recall,20,0.01,0.0309901738473167
SR-GNN,diginetica,popular,5334,freqrec,Poisoning-SSL,recall,30,0.01,0.0468631897203325
SR-GNN,diginetica,popular,5334,freqrec,Poisoning-SSL,recall,40,0.01,0.0635084951855138
SR-GNN,diginetica,popular,5334,freqrec,Poisoning-SSL,recall,50,0.01,0.0796279864602846
SR-GNN,diginetica,popular,5334,freqrec,TC-SACP-C,mrr,10,0.01,0.0006403991701733
SR-GNN,diginetica,popular,5334,freqrec,TC-SACP-C,mrr,20,0.01,0.0013620004130186
SR-GNN,diginetica,popular,5334,freqrec,TC-SACP-C,mrr,30,0.01,0.0020752894672867
SR-GNN,diginetica,popular,5334,freqrec,TC-SACP-C,mrr,40,0.01,0.0028928737669268
SR-GNN,diginetica,popular,5334,freqrec,TC-SACP-C,mrr,50,0.01,0.0038105370208513
SR-GNN,diginetica,popular,5334,freqrec,TC-SACP-C,recall,10,0.01,0.0037299944132242
SR-GNN,diginetica,popular,5334,freqrec,TC-SACP-C,recall,20,0.01,0.0149528410397975
SR-GNN,diginetica,popular,5334,freqrec,TC-SACP-C,recall,30,0.01,0.0332577475434618
SR-GNN,diginetica,popular,5334,freqrec,TC-SACP-C,recall,40,0.01,0.0623582766439909
SR-GNN,diginetica,popular,5334,freqrec,TC-SACP-C,recall,50,0.01,0.1042426632488744
SR-GNN,diginetica,popular,5334,freqrec,TC-SACP-G,mrr,10,0.01,0.0009193988921387
SR-GNN,diginetica,popular,5334,freqrec,TC-SACP-G,mrr,20,0.01,0.0019124740255526
SR-GNN,diginetica,popular,5334,freqrec,TC-SACP-G,mrr,30,0.01,0.0032095174220167
SR-GNN,diginetica,popular,5334,freqrec,TC-SACP-G,mrr,40,0.01,0.0045494962832537
SR-GNN,diginetica,popular,5334,freqrec,TC-SACP-G,mrr,50,0.01,0.0059521826701969
SR-GNN,diginetica,popular,5334,freqrec,TC-SACP-G,recall,10,0.01,0.0054060271451575
SR-GNN,diginetica,popular,5334,freqrec,TC-SACP-G,recall,20,0.01,0.0207860922146636
SR-GNN,diginetica,popular,5334,freqrec,TC-SACP-G,recall,30,0.01,0.0538466594367215
SR-GNN,diginetica,popular,5334,freqrec,TC-SACP-G,recall,40,0.01,0.1012027999605639
SR-GNN,diginetica,popular,5334,freqrec,TC-SACP-G,recall,50,0.01,0.1651220874823359
SR-GNN,diginetica,popular,5334,mdhg,CLEAN,mrr,10,0.01,0.0001326076784521
SR-GNN,diginetica,popular,5334,mdhg,CLEAN,mrr,20,0.01,0.0001514772130093
SR-GNN,diginetica,popular,5334,mdhg,CLEAN,mrr,30,0.01,0.0001574641327813
SR-GNN,diginetica,popular,5334,mdhg,CLEAN,mrr,40,0.01,0.0001630946058153
SR-GNN,diginetica,popular,5334,mdhg,CLEAN,mrr,50,0.01,0.0001664887969754
SR-GNN,diginetica,popular,5334,mdhg,CLEAN,recall,10,0.01,0.0004272240297085
SR-GNN,diginetica,popular,5334,mdhg,CLEAN,recall,20,0.01,0.000706562818364
SR-GNN,diginetica,popular,5334,mdhg,CLEAN,recall,30,0.01,0.000854448059417
SR-GNN,diginetica,popular,5334,mdhg,CLEAN,recall,40,0.01,0.0010516283808209
SR-GNN,diginetica,popular,5334,mdhg,CLEAN,recall,50,0.01,0.0011995136218738
SR-GNN,diginetica,popular,5334,mdhg,CREAT,mrr,10,0.01,0.000018779078228945133
SR-GNN,diginetica,popular,5334,mdhg,CREAT,mrr,20,0.01,0.00003182407780211814
SR-GNN,diginetica,popular,5334,mdhg,CREAT,mrr,30,0.01,0.00004521802888388507
SR-GNN,diginetica,popular,5334,mdhg,CREAT,mrr,40,0.01,0.00007392271242536243
SR-GNN,diginetica,popular,5334,mdhg,CREAT,mrr,50,0.01,0.0001421039618724
SR-GNN,diginetica,popular,5334,mdhg,CREAT,recall,10,0.01,0.000032863386900653985
SR-GNN,diginetica,popular,5334,mdhg,CREAT,recall,20,0.01,0.0002629070952052
SR-GNN,diginetica,popular,5334,mdhg,CREAT,recall,30,0.01,0.000607972657662
SR-GNN,diginetica,popular,5334,mdhg,CREAT,recall,40,0.01,0.0016431693450326
SR-GNN,diginetica,popular,5334,mdhg,CREAT,recall,50,0.01,0.0047816227940451
SR-GNN,diginetica,popular,5334,mdhg,DPSBR,mrr,10,0.01,0.0001458443203981
SR-GNN,diginetica,popular,5334,mdhg,DPSBR,mrr,20,0.01,0.0001973695342366
SR-GNN,diginetica,popular,5334,mdhg,DPSBR,mrr,30,0.01,0.0002476441063425
SR-GNN,diginetica,popular,5334,mdhg,DPSBR,mrr,40,0.01,0.0002996373991163
SR-GNN,diginetica,popular,5334,mdhg,DPSBR,mrr,50,0.01,0.0003497702383528
SR-GNN,diginetica,popular,5334,mdhg,DPSBR,recall,10,0.01,0.0005422458838607
SR-GNN,diginetica,popular,5334,mdhg,DPSBR,recall,20,0.01,0.0013802622498274
SR-GNN,diginetica,popular,5334,mdhg,DPSBR,recall,30,0.01,0.0026783660324032
SR-GNN,diginetica,popular,5334,mdhg,DPSBR,recall,40,0.01,0.0045187156988399
SR-GNN,diginetica,popular,5334,mdhg,DPSBR,recall,50,0.01,0.0068191527818857
SR-GNN,diginetica,popular,5334,mdhg,Poisoning-SSL,mrr,10,0.01,0.0006035973932552
SR-GNN,diginetica,popular,5334,mdhg,Poisoning-SSL,mrr,20,0.01,0.0009499130361071
SR-GNN,diginetica,popular,5334,mdhg,Poisoning-SSL,mrr,30,0.01,0.0012055787474279
SR-GNN,diginetica,popular,5334,mdhg,Poisoning-SSL,mrr,40,0.01,0.0014326016475802
SR-GNN,diginetica,popular,5334,mdhg,Poisoning-SSL,mrr,50,0.01,0.0016344191300431
SR-GNN,diginetica,popular,5334,mdhg,Poisoning-SSL,recall,10,0.01,0.0030727266752111
SR-GNN,diginetica,popular,5334,mdhg,Poisoning-SSL,recall,20,0.01,0.0082815734989648
SR-GNN,diginetica,popular,5334,mdhg,Poisoning-SSL,recall,30,0.01,0.0148213874921949
SR-GNN,diginetica,popular,5334,mdhg,Poisoning-SSL,recall,40,0.01,0.0228564855894048
SR-GNN,diginetica,popular,5334,mdhg,Poisoning-SSL,recall,50,0.01,0.0320253705346873
SR-GNN,diginetica,popular,5334,mdhg,TC-SACP-C,mrr,10,0.01,0.00005422458838607907
SR-GNN,diginetica,popular,5334,mdhg,TC-SACP-C,mrr,20,0.01,0.0000578630347929372
SR-GNN,diginetica,popular,5334,mdhg,TC-SACP-C,mrr,30,0.01,0.00006266382063177544
SR-GNN,diginetica,popular,5334,mdhg,TC-SACP-C,mrr,40,0.01,0.0000788934220049923
SR-GNN,diginetica,popular,5334,mdhg,TC-SACP-C,mrr,50,0.01,0.00009390623751288466
SR-GNN,diginetica,popular,5334,mdhg,TC-SACP-C,recall,10,0.01,0.00008215846725163495
SR-GNN,diginetica,popular,5334,mdhg,TC-SACP-C,recall,20,0.01,0.0001314535476026
SR-GNN,diginetica,popular,5334,mdhg,TC-SACP-C,recall,30,0.01,0.0002629070952052
SR-GNN,diginetica,popular,5334,mdhg,TC-SACP-C,recall,40,0.01,0.0008380163659666
SR-GNN,diginetica,popular,5334,mdhg,TC-SACP-C,recall,50,0.01,0.0015281474908804
SR-GNN,diginetica,popular,5334,mdhg,TC-SACP-G,mrr,10,0.01,0.9995258282747193
SR-GNN,diginetica,popular,5334,mdhg,TC-SACP-G,mrr,20,0.01,0.9995273220650328
SR-GNN,diginetica,popular,5334,mdhg,TC-SACP-G,mrr,30,0.01,0.9995273220650328
SR-GNN,diginetica,popular,5334,mdhg,TC-SACP-G,mrr,40,0.01,0.9995273220650328
SR-GNN,diginetica,popular,5334,mdhg,TC-SACP-G,mrr,50,0.01,0.9995277228380438
SR-GNN,diginetica,popular,5334,mdhg,TC-SACP-G,recall,10,0.01,0.9995563442768411
SR-GNN,diginetica,popular,5334,mdhg,TC-SACP-G,recall,20,0.01,0.9995727759702916
SR-GNN,diginetica,popular,5334,mdhg,TC-SACP-G,recall,30,0.01,0.9995727759702916
SR-GNN,diginetica,popular,5334,mdhg,TC-SACP-G,recall,40,0.01,0.9995727759702916
SR-GNN,diginetica,popular,5334,mdhg,TC-SACP-G,recall,50,0.01,0.9995892076637418
SR-GNN,diginetica,popular,5334,miasrec,CLEAN,mrr,10,0.01,0.0003436440905631
SR-GNN,diginetica,popular,5334,miasrec,CLEAN,mrr,20,0.01,0.0003624657928236
SR-GNN,diginetica,popular,5334,miasrec,CLEAN,mrr,30,0.01,0.0003772967162917
SR-GNN,diginetica,popular,5334,miasrec,CLEAN,mrr,40,0.01,0.000387391459378
SR-GNN,diginetica,popular,5334,miasrec,CLEAN,mrr,50,0.01,0.0003986793030878
SR-GNN,diginetica,popular,5334,miasrec,CLEAN,recall,10,0.01,0.0009366065266686
SR-GNN,diginetica,popular,5334,miasrec,CLEAN,recall,20,0.01,0.0012159453153241
SR-GNN,diginetica,popular,5334,miasrec,CLEAN,recall,30,0.01,0.0015938742646817
SR-GNN,diginetica,popular,5334,miasrec,CLEAN,recall,40,0.01,0.0019389398271385
SR-GNN,diginetica,popular,5334,miasrec,CLEAN,recall,50,0.01,0.0024483223240987
SR-GNN,diginetica,popular,5334,miasrec,CREAT,mrr,10,0.01,0.0787574327330805
