surrogate_setting,dataset,target_type,victim_model,method,metric,k,mean,std,count
SR-GNN,yoochoose1_64,unpopular,freqrec,CLEAN,recall,40,0.00041504168306554765,0.0005842030215574059,10
SR-GNN,yoochoose1_64,unpopular,freqrec,CLEAN,recall,50,0.0004991234033417621,0.0006584159762599151,10
SR-GNN,yoochoose1_64,unpopular,freqrec,CREAT,mrr,10,0.0015865171369393,0.0004380967521039279,10
SR-GNN,yoochoose1_64,unpopular,freqrec,CREAT,mrr,20,0.007769206091010281,0.0014371240645372357,10
SR-GNN,yoochoose1_64,unpopular,freqrec,CREAT,mrr,30,0.01175808715710875,0.0015166215903594557,10
SR-GNN,yoochoose1_64,unpopular,freqrec,CREAT,mrr,40,0.014603866995321079,0.001617441156999678,10
SR-GNN,yoochoose1_64,unpopular,freqrec,CREAT,mrr,50,0.01670241848770336,0.0015762770978645622,10
SR-GNN,yoochoose1_64,unpopular,freqrec,CREAT,recall,10,0.01030269419299432,0.0029926977105915733,10
SR-GNN,yoochoose1_64,unpopular,freqrec,CREAT,recall,20,0.10757987763426238,0.01825107502555401,10
SR-GNN,yoochoose1_64,unpopular,freqrec,CREAT,recall,30,0.20747611721349596,0.02113015452336378,10
SR-GNN,yoochoose1_64,unpopular,freqrec,CREAT,recall,40,0.30779634333965433,0.025300530585853475,10
SR-GNN,yoochoose1_64,unpopular,freqrec,CREAT,recall,50,0.40295538301907047,0.027586724808022055,10
SR-GNN,yoochoose1_64,unpopular,freqrec,DPSBR,mrr,10,0.00153302330151228,0.00024947818500412527,10
SR-GNN,yoochoose1_64,unpopular,freqrec,DPSBR,mrr,20,0.00896508386592274,0.0015693758044921478,10
SR-GNN,yoochoose1_64,unpopular,freqrec,DPSBR,mrr,30,0.01413594460479815,0.0014848794202878361,10
SR-GNN,yoochoose1_64,unpopular,freqrec,DPSBR,mrr,40,0.01707943026889263,0.0013927483278192861,10
SR-GNN,yoochoose1_64,unpopular,freqrec,DPSBR,mrr,50,0.019204918295335792,0.0015192688901425196,10
SR-GNN,yoochoose1_64,unpopular,freqrec,DPSBR,recall,10,0.01024186911875197,0.0019237026806480063,10
SR-GNN,yoochoose1_64,unpopular,freqrec,DPSBR,recall,20,0.13135532577194173,0.022439034836487768,10
SR-GNN,yoochoose1_64,unpopular,freqrec,DPSBR,recall,30,0.2596819206411678,0.02163832729199984,10
SR-GNN,yoochoose1_64,unpopular,freqrec,DPSBR,recall,40,0.3633940391427242,0.02231369514195186,10
SR-GNN,yoochoose1_64,unpopular,freqrec,DPSBR,recall,50,0.4595978389208916,0.031796236653614286,10
SR-GNN,yoochoose1_64,unpopular,freqrec,Poisoning-SSL,mrr,10,0.006076556250131279,0.003749819794763185,10
SR-GNN,yoochoose1_64,unpopular,freqrec,Poisoning-SSL,mrr,20,0.009488809238045718,0.006397951905572128,10
SR-GNN,yoochoose1_64,unpopular,freqrec,Poisoning-SSL,mrr,30,0.01195126182858094,0.008200824865434405,10
SR-GNN,yoochoose1_64,unpopular,freqrec,Poisoning-SSL,mrr,40,0.01358811242094025,0.009069534360842147,10
SR-GNN,yoochoose1_64,unpopular,freqrec,Poisoning-SSL,mrr,50,0.014684360211309842,0.009585132994959741,10
SR-GNN,yoochoose1_64,unpopular,freqrec,Poisoning-SSL,recall,10,0.027752334609467206,0.017387940159143644,10
SR-GNN,yoochoose1_64,unpopular,freqrec,Poisoning-SSL,recall,20,0.08055923288847538,0.062301701853269845,10
SR-GNN,yoochoose1_64,unpopular,freqrec,Poisoning-SSL,recall,30,0.14288346631364268,0.10912547105573546,10
SR-GNN,yoochoose1_64,unpopular,freqrec,Poisoning-SSL,recall,40,0.20054384772263764,0.1401634138034014,10
SR-GNN,yoochoose1_64,unpopular,freqrec,Poisoning-SSL,recall,50,0.2501431178217467,0.16619599335390645,10
SR-GNN,yoochoose1_64,unpopular,freqrec,TC-SACP-C,mrr,10,0.0016211628663773201,0.0006093578996340038,10
SR-GNN,yoochoose1_64,unpopular,freqrec,TC-SACP-C,mrr,20,0.00859010000432393,0.002151193781676174,10
SR-GNN,yoochoose1_64,unpopular,freqrec,TC-SACP-C,mrr,30,0.01361659053180854,0.0027288532583971455,10
SR-GNN,yoochoose1_64,unpopular,freqrec,TC-SACP-C,mrr,40,0.01674503087479189,0.002781586003894108,10
SR-GNN,yoochoose1_64,unpopular,freqrec,TC-SACP-C,mrr,50,0.019129468002069848,0.0029815294215883325,10
SR-GNN,yoochoose1_64,unpopular,freqrec,TC-SACP-C,recall,10,0.010927045690364559,0.0043226376848832584,10
SR-GNN,yoochoose1_64,unpopular,freqrec,TC-SACP-C,recall,20,0.12200794303910692,0.02778806543011944,10
SR-GNN,yoochoose1_64,unpopular,freqrec,TC-SACP-C,recall,30,0.2472145693942538,0.042943128512927024,10
SR-GNN,yoochoose1_64,unpopular,freqrec,TC-SACP-C,recall,40,0.357497584886758,0.045453956790682676,10
SR-GNN,yoochoose1_64,unpopular,freqrec,TC-SACP-C,recall,50,0.465438835020931,0.059989586876962875,10
SR-GNN,yoochoose1_64,unpopular,freqrec,TC-SACP-G,mrr,10,0.00156297581706358,0.00027674919834929143,10
SR-GNN,yoochoose1_64,unpopular,freqrec,TC-SACP-G,mrr,20,0.008461297739389851,0.00192395750613046,10
SR-GNN,yoochoose1_64,unpopular,freqrec,TC-SACP-G,mrr,30,0.01352391635960502,0.0019229306969989546,10
SR-GNN,yoochoose1_64,unpopular,freqrec,TC-SACP-G,mrr,40,0.0165395615911374,0.0019452009490850259,10
SR-GNN,yoochoose1_64,unpopular,freqrec,TC-SACP-G,mrr,50,0.0186900747599133,0.002076054729759667,10
SR-GNN,yoochoose1_64,unpopular,freqrec,TC-SACP-G,recall,10,0.01054957243550749,0.0022267908764176387,10
SR-GNN,yoochoose1_64,unpopular,freqrec,TC-SACP-G,recall,20,0.12178074349708394,0.028135068923857413,10
SR-GNN,yoochoose1_64,unpopular,freqrec,TC-SACP-G,recall,30,0.24792836953021574,0.028400453521134236,10
SR-GNN,yoochoose1_64,unpopular,freqrec,TC-SACP-G,recall,40,0.3538749150237933,0.02947774235341485,10
SR-GNN,yoochoose1_64,unpopular,freqrec,TC-SACP-G,recall,50,0.4513560413610505,0.039401855745726695,10
SR-GNN,yoochoose1_64,unpopular,mdhg,CLEAN,mrr,10,0.000014585097459261114,0.000020522179612227327,10
SR-GNN,yoochoose1_64,unpopular,mdhg,CLEAN,mrr,20,0.00002328347538897726,0.000025284361567980333,10
SR-GNN,yoochoose1_64,unpopular,mdhg,CLEAN,mrr,30,0.000029175333008974526,0.00003091215999152381,10
SR-GNN,yoochoose1_64,unpopular,mdhg,CLEAN,mrr,40,0.000033102265297578484,0.00003445405437980334,10
SR-GNN,yoochoose1_64,unpopular,mdhg,CLEAN,mrr,50,0.000035050223836798446,0.000036604853827252137,10
SR-GNN,yoochoose1_64,unpopular,mdhg,CLEAN,recall,10,0.00004472431929585412,0.0000514707637173297,10
SR-GNN,yoochoose1_64,unpopular,mdhg,CLEAN,recall,20,0.0001860531682707453,0.00022075276446715508,10
SR-GNN,yoochoose1_64,unpopular,mdhg,CLEAN,recall,30,0.0003327489355611697,0.0003989761355462865,10
SR-GNN,yoochoose1_64,unpopular,mdhg,CLEAN,recall,40,0.00047049983899242,0.0005506272329655505,10
SR-GNN,yoochoose1_64,unpopular,mdhg,CLEAN,recall,50,0.0005581595048123088,0.0006595680563678996,10
SR-GNN,yoochoose1_64,unpopular,mdhg,CREAT,mrr,10,0.30118011718623544,0.4795946690537464,10
SR-GNN,yoochoose1_64,unpopular,mdhg,CREAT,mrr,20,0.3066810522709181,0.47580644356596147,10
SR-GNN,yoochoose1_64,unpopular,mdhg,CREAT,mrr,30,0.30823145375805944,0.4747382910694853,10
SR-GNN,yoochoose1_64,unpopular,mdhg,CREAT,mrr,40,0.3106266194163157,0.4730869094196548,10
SR-GNN,yoochoose1_64,unpopular,mdhg,CREAT,mrr,50,0.3126056452816425,0.4717216198310412,10
SR-GNN,yoochoose1_64,unpopular,mdhg,CREAT,recall,10,0.3117463952198647,0.47285405793389923,10
SR-GNN,yoochoose1_64,unpopular,mdhg,CREAT,recall,20,0.3915864610540627,0.41795780771369806,10
SR-GNN,yoochoose1_64,unpopular,mdhg,CREAT,recall,30,0.4310243658091523,0.39096303577645153,10
SR-GNN,yoochoose1_64,unpopular,mdhg,CREAT,recall,40,0.5161329564564027,0.3337764848408537,10
SR-GNN,yoochoose1_64,unpopular,mdhg,CREAT,recall,50,0.6054170095531146,0.27199450312401874,10
SR-GNN,yoochoose1_64,unpopular,mdhg,DPSBR,mrr,10,0.20532228273493622,0.4045897729744167,10
SR-GNN,yoochoose1_64,unpopular,mdhg,DPSBR,mrr,20,0.2128816025869534,0.40061121176099723,10
SR-GNN,yoochoose1_64,unpopular,mdhg,DPSBR,mrr,30,0.21488429807048073,0.39955688933576455,10
SR-GNN,yoochoose1_64,unpopular,mdhg,DPSBR,mrr,40,0.21630531958598082,0.39880861368353676,10
SR-GNN,yoochoose1_64,unpopular,mdhg,DPSBR,mrr,50,0.21795403237666408,0.39794012635086723,10
SR-GNN,yoochoose1_64,unpopular,mdhg,DPSBR,recall,10,0.26096282514580127,0.38289318301234165,10
SR-GNN,yoochoose1_64,unpopular,mdhg,DPSBR,recall,20,0.3641883430534187,0.3285622269367348,10
SR-GNN,yoochoose1_64,unpopular,mdhg,DPSBR,recall,30,0.41414182976135105,0.30232280265284495,10
SR-GNN,yoochoose1_64,unpopular,mdhg,DPSBR,recall,40,0.46439228594940785,0.2759272367666608,10
SR-GNN,yoochoose1_64,unpopular,mdhg,DPSBR,recall,50,0.5397849654728255,0.23697557824672194,10
SR-GNN,yoochoose1_64,unpopular,mdhg,Poisoning-SSL,mrr,10,0.4461967319159027,0.4694575307204268,10
SR-GNN,yoochoose1_64,unpopular,mdhg,Poisoning-SSL,mrr,20,0.4472076293306054,0.46853454822264595,10
SR-GNN,yoochoose1_64,unpopular,mdhg,Poisoning-SSL,mrr,30,0.44816632504948817,0.46759360150817436,10
SR-GNN,yoochoose1_64,unpopular,mdhg,Poisoning-SSL,mrr,40,0.4487711463252048,0.4669819913710295,10
SR-GNN,yoochoose1_64,unpopular,mdhg,Poisoning-SSL,mrr,50,0.4492204708945981,0.46651455474272374,10
SR-GNN,yoochoose1_64,unpopular,mdhg,Poisoning-SSL,recall,10,0.5044974775483917,0.516969434066011,10
SR-GNN,yoochoose1_64,unpopular,mdhg,Poisoning-SSL,recall,20,0.5197735160470858,0.5038609070250019,10
SR-GNN,yoochoose1_64,unpopular,mdhg,Poisoning-SSL,recall,30,0.5439675838133743,0.4839092225297574,10
SR-GNN,yoochoose1_64,unpopular,mdhg,Poisoning-SSL,recall,40,0.5651955347239614,0.4661859136204503,10
SR-GNN,yoochoose1_64,unpopular,mdhg,Poisoning-SSL,recall,50,0.5855128984936849,0.44792845566609235,10
SR-GNN,yoochoose1_64,unpopular,mdhg,TC-SACP-C,mrr,10,0.11304896120314785,0.18596019049327264,10
SR-GNN,yoochoose1_64,unpopular,mdhg,TC-SACP-C,mrr,20,0.12050345046876956,0.18571994486703872,10
SR-GNN,yoochoose1_64,unpopular,mdhg,TC-SACP-C,mrr,30,0.12251367308489251,0.18563043212617708,10
SR-GNN,yoochoose1_64,unpopular,mdhg,TC-SACP-C,mrr,40,0.12382245279816877,0.18530510644071493,10
SR-GNN,yoochoose1_64,unpopular,mdhg,TC-SACP-C,mrr,50,0.1256199648638506,0.18443731376880304,10
SR-GNN,yoochoose1_64,unpopular,mdhg,TC-SACP-C,recall,10,0.2084296397008837,0.31393188450651166,10
SR-GNN,yoochoose1_64,unpopular,mdhg,TC-SACP-C,recall,20,0.3170775340799313,0.3103206076865234,10
SR-GNN,yoochoose1_64,unpopular,mdhg,TC-SACP-C,recall,30,0.36711331353536797,0.3098355368541178,10
SR-GNN,yoochoose1_64,unpopular,mdhg,TC-SACP-C,recall,40,0.4135085334001216,0.2995609125020785,10
SR-GNN,yoochoose1_64,unpopular,mdhg,TC-SACP-C,recall,50,0.49554724677090417,0.26500129002332096,10
SR-GNN,yoochoose1_64,unpopular,mdhg,TC-SACP-G,mrr,10,0.40364038069340574,0.5105633007829302,10
SR-GNN,yoochoose1_64,unpopular,mdhg,TC-SACP-G,mrr,20,0.40967105137770554,0.5053757575316102,10
SR-GNN,yoochoose1_64,unpopular,mdhg,TC-SACP-G,mrr,30,0.4111599489440604,0.5040941647636509,10
SR-GNN,yoochoose1_64,unpopular,mdhg,TC-SACP-G,mrr,40,0.4120950972398368,0.503289869083836,10
SR-GNN,yoochoose1_64,unpopular,mdhg,TC-SACP-G,mrr,50,0.41297422469114,0.5025342765368929,10
SR-GNN,yoochoose1_64,unpopular,mdhg,TC-SACP-G,recall,10,0.42668610683745384,0.49261304816371926,10
SR-GNN,yoochoose1_64,unpopular,mdhg,TC-SACP-G,recall,20,0.5100468710866221,0.4209897244335701,10
SR-GNN,yoochoose1_64,unpopular,mdhg,TC-SACP-G,recall,30,0.5474203012630148,0.3887695349158868,10
SR-GNN,yoochoose1_64,unpopular,mdhg,TC-SACP-G,recall,40,0.5805252424058105,0.3603561125017831,10
SR-GNN,yoochoose1_64,unpopular,mdhg,TC-SACP-G,recall,50,0.6204658485097856,0.3266464281067151,10
SR-GNN,yoochoose1_64,unpopular,miasrec,CLEAN,mrr,10,0.000015915468480855437,0.000022195418717045903,10
SR-GNN,yoochoose1_64,unpopular,miasrec,CLEAN,mrr,20,0.000023352889727858303,0.00003484360723008724,10
SR-GNN,yoochoose1_64,unpopular,miasrec,CLEAN,mrr,30,0.00002828281800079853,0.000042311539739513624,10
SR-GNN,yoochoose1_64,unpopular,miasrec,CLEAN,mrr,40,0.00003023400279402133,0.000045737210884305806,10
SR-GNN,yoochoose1_64,unpopular,miasrec,CLEAN,mrr,50,0.00003211033329420105,0.00004884060021341366,10
SR-GNN,yoochoose1_64,unpopular,miasrec,CLEAN,recall,10,0.00006261404701418206,0.00008733656848707215,10
SR-GNN,yoochoose1_64,unpopular,miasrec,CLEAN,recall,20,0.00017531933163974204,0.0002800566261082068,10
SR-GNN,yoochoose1_64,unpopular,miasrec,CLEAN,recall,30,0.00029696948012448326,0.0004761790151832931,10
SR-GNN,yoochoose1_64,unpopular,miasrec,CLEAN,recall,40,0.00036495044545418207,0.0005992509904850403,10
SR-GNN,yoochoose1_64,unpopular,miasrec,CLEAN,recall,50,0.0004490321657304097,0.0007441615441668836,10
SR-GNN,yoochoose1_64,unpopular,miasrec,CREAT,mrr,10,0.04542206624083414,0.010697908571976033,10
SR-GNN,yoochoose1_64,unpopular,miasrec,CREAT,mrr,20,0.050205004870420254,0.009461874990661716,10
SR-GNN,yoochoose1_64,unpopular,miasrec,CREAT,mrr,30,0.05065118899276037,0.009381093143281317,10
SR-GNN,yoochoose1_64,unpopular,miasrec,CREAT,mrr,40,0.05078541121128708,0.009345929906311487,10
SR-GNN,yoochoose1_64,unpopular,miasrec,CREAT,mrr,50,0.050883830024203235,0.00933568882706805,10
SR-GNN,yoochoose1_64,unpopular,miasrec,CREAT,recall,10,0.21850155640631144,0.03752618356379205,10
SR-GNN,yoochoose1_64,unpopular,miasrec,CREAT,recall,20,0.28407993130344555,0.05102688531589828,10
SR-GNN,yoochoose1_64,unpopular,miasrec,CREAT,recall,30,0.29484596944434505,0.06050053064871842,10
SR-GNN,yoochoose1_64,unpopular,miasrec,CREAT,recall,40,0.299524133242692,0.06301305735233179,10
SR-GNN,yoochoose1_64,unpopular,miasrec,CREAT,recall,50,0.30399298722673435,0.06582121111368569,10
SR-GNN,yoochoose1_64,unpopular,miasrec,DPSBR,mrr,10,0.02384520316767408,0.00981364891036004,10
SR-GNN,yoochoose1_64,unpopular,miasrec,DPSBR,mrr,20,0.036705334411693755,0.011979037505512012,10
SR-GNN,yoochoose1_64,unpopular,miasrec,DPSBR,mrr,30,0.041841537647578406,0.012036492572491642,10
SR-GNN,yoochoose1_64,unpopular,miasrec,DPSBR,mrr,40,0.04441489469663879,0.011957568137116098,10
SR-GNN,yoochoose1_64,unpopular,miasrec,DPSBR,mrr,50,0.04604592862684057,0.011758715781828353,10
SR-GNN,yoochoose1_64,unpopular,miasrec,DPSBR,recall,10,0.13717306522594724,0.050539096157955515,10
SR-GNN,yoochoose1_64,unpopular,miasrec,DPSBR,recall,20,0.3246395219864754,0.08454580045384719,10
SR-GNN,yoochoose1_64,unpopular,miasrec,DPSBR,recall,30,0.4520537407420659,0.09028845539700507,10
SR-GNN,yoochoose1_64,unpopular,miasrec,DPSBR,recall,40,0.5422573258435006,0.08964142341505557,10
SR-GNN,yoochoose1_64,unpopular,miasrec,DPSBR,recall,50,0.6159397473970446,0.08293984064628063,10
SR-GNN,yoochoose1_64,unpopular,miasrec,Poisoning-SSL,mrr,10,0.020887774188473485,0.01359987322129971,10
SR-GNN,yoochoose1_64,unpopular,miasrec,Poisoning-SSL,mrr,20,0.024869904419011567,0.015863988583775038,10
SR-GNN,yoochoose1_64,unpopular,miasrec,Poisoning-SSL,mrr,30,0.026980977608761926,0.016896511314601036,10
SR-GNN,yoochoose1_64,unpopular,miasrec,Poisoning-SSL,mrr,40,0.02830461382644544,0.01751342921276702,10
SR-GNN,yoochoose1_64,unpopular,miasrec,Poisoning-SSL,mrr,50,0.029239838993667576,0.01796372597401238,10
SR-GNN,yoochoose1_64,unpopular,miasrec,Poisoning-SSL,recall,10,0.07265912912805464,0.04624243833087916,10
SR-GNN,yoochoose1_64,unpopular,miasrec,Poisoning-SSL,recall,20,0.131298078643243,0.08104634185636468,10
SR-GNN,yoochoose1_64,unpopular,miasrec,Poisoning-SSL,recall,30,0.18394039142724244,0.10915018127072675,10
SR-GNN,yoochoose1_64,unpopular,miasrec,Poisoning-SSL,recall,40,0.23062542488103324,0.13452897964759328,10
SR-GNN,yoochoose1_64,unpopular,miasrec,Poisoning-SSL,recall,50,0.27307417081112023,0.15944920279646274,10
SR-GNN,yoochoose1_64,unpopular,miasrec,TC-SACP-C,mrr,10,0.03055807786518123,0.008608892039789559,10
SR-GNN,yoochoose1_64,unpopular,miasrec,TC-SACP-C,mrr,20,0.04607492753248179,0.009506297252315209,10
SR-GNN,yoochoose1_64,unpopular,miasrec,TC-SACP-C,mrr,30,0.051821029408601685,0.00933996862194185,10
SR-GNN,yoochoose1_64,unpopular,miasrec,TC-SACP-C,mrr,40,0.05475576662858219,0.009527660686608092,10
SR-GNN,yoochoose1_64,unpopular,miasrec,TC-SACP-C,mrr,50,0.05667410160545009,0.009667098028919123,10
SR-GNN,yoochoose1_64,unpopular,miasrec,TC-SACP-C,recall,10,0.16812229417868257,0.04652437094990651,10
SR-GNN,yoochoose1_64,unpopular,miasrec,TC-SACP-C,recall,20,0.39360442234069193,0.058470551034148326,10
SR-GNN,yoochoose1_64,unpopular,miasrec,TC-SACP-C,recall,30,0.5360567462163226,0.05519535657889226,10
SR-GNN,yoochoose1_64,unpopular,miasrec,TC-SACP-C,recall,40,0.6390532756091452,0.06318103813851794,10
SR-GNN,yoochoose1_64,unpopular,miasrec,TC-SACP-C,recall,50,0.7257236394862071,0.07202842857928517,10
SR-GNN,yoochoose1_64,unpopular,miasrec,TC-SACP-G,mrr,10,0.02801744546614617,0.012766818928230676,10
SR-GNN,yoochoose1_64,unpopular,miasrec,TC-SACP-G,mrr,20,0.04301442740507738,0.01446600770645923,10
SR-GNN,yoochoose1_64,unpopular,miasrec,TC-SACP-G,mrr,30,0.04830867866760888,0.014345333537596802,10
SR-GNN,yoochoose1_64,unpopular,miasrec,TC-SACP-G,mrr,40,0.05094236487991592,0.014103987310178439,10
SR-GNN,yoochoose1_64,unpopular,miasrec,TC-SACP-G,mrr,50,0.052481523330549354,0.013902507386108038,10
SR-GNN,yoochoose1_64,unpopular,miasrec,TC-SACP-G,recall,10,0.1607892947869333,0.0696052759330182,10
SR-GNN,yoochoose1_64,unpopular,miasrec,TC-SACP-G,recall,20,0.3791656230992164,0.09493302085732411,10
SR-GNN,yoochoose1_64,unpopular,miasrec,TC-SACP-G,recall,30,0.5099860460123796,0.09455775140834456,10
SR-GNN,yoochoose1_64,unpopular,miasrec,TC-SACP-G,recall,40,0.6022773623385451,0.0907778466323523,10
SR-GNN,yoochoose1_64,unpopular,miasrec,TC-SACP-G,recall,50,0.671607213138216,0.08630156914165901,10
SR-GNN,yoochoose1_64,unpopular,srgnn,CLEAN,mrr,10,0.00000568708764887519,0.000008967586200270424,10
SR-GNN,yoochoose1_64,unpopular,srgnn,CLEAN,mrr,20,0.000008637873190507593,0.000011777908142578403,10
SR-GNN,yoochoose1_64,unpopular,srgnn,CLEAN,mrr,30,0.000011789545003823398,0.000013124862159511217,10
SR-GNN,yoochoose1_64,unpopular,srgnn,CLEAN,mrr,40,0.000013559719895853004,0.000014989377640999909,10
SR-GNN,yoochoose1_64,unpopular,srgnn,CLEAN,mrr,50,0.00001536986347210938,0.000016653753830562477,10
SR-GNN,yoochoose1_64,unpopular,srgnn,CLEAN,recall,10,0.000021467673262006475,0.00003352169862379685,10
SR-GNN,yoochoose1_64,unpopular,srgnn,CLEAN,recall,20,0.00006440301978602647,0.00008525560127688707,10
SR-GNN,yoochoose1_64,unpopular,srgnn,CLEAN,recall,30,0.00014132884897488207,0.00013996481102684734,10
SR-GNN,yoochoose1_64,unpopular,srgnn,CLEAN,recall,40,0.00020394289598910648,0.00020591759610856194,10
SR-GNN,yoochoose1_64,unpopular,srgnn,CLEAN,recall,50,0.0002862356434934788,0.0002931102061479501,10
SR-GNN,yoochoose1_64,unpopular,srgnn,CREAT,mrr,10,0.04998287129561961,0.0028516001358013915,10
SR-GNN,yoochoose1_64,unpopular,srgnn,CREAT,mrr,20,0.054108319353890356,0.003161992041176832,10
SR-GNN,yoochoose1_64,unpopular,srgnn,CREAT,mrr,30,0.05493097990886968,0.004357645819403216,10
SR-GNN,yoochoose1_64,unpopular,srgnn,CREAT,mrr,40,0.05527814510008504,0.004991189658397277,10
SR-GNN,yoochoose1_64,unpopular,srgnn,CREAT,mrr,50,0.05546548951904116,0.005284954395630968,10
SR-GNN,yoochoose1_64,unpopular,srgnn,CREAT,recall,10,0.222158216751941,0.008346391706372806,10
SR-GNN,yoochoose1_64,unpopular,srgnn,CREAT,recall,20,0.27913699953486704,0.05428020370120148,10
SR-GNN,yoochoose1_64,unpopular,srgnn,CREAT,recall,30,0.2993649146659988,0.09273124729435199,10
SR-GNN,yoochoose1_64,unpopular,srgnn,CREAT,recall,40,0.31155318616050665,0.11790005017883211,10
SR-GNN,yoochoose1_64,unpopular,srgnn,CREAT,recall,50,0.32003470607177353,0.13268123065733484,10
SR-GNN,yoochoose1_64,unpopular,srgnn,DPSBR,mrr,10,0.04707391495961725,0.00493850670974012,10
SR-GNN,yoochoose1_64,unpopular,srgnn,DPSBR,mrr,20,0.05793440450549557,0.004744448118657749,10
SR-GNN,yoochoose1_64,unpopular,srgnn,DPSBR,mrr,30,0.062242614040587806,0.0048986393331239084,10
SR-GNN,yoochoose1_64,unpopular,srgnn,DPSBR,mrr,40,0.06463084174060237,0.004882189415920223,10
SR-GNN,yoochoose1_64,unpopular,srgnn,DPSBR,mrr,50,0.06614912313251431,0.0049015677505346794,10
SR-GNN,yoochoose1_64,unpopular,srgnn,DPSBR,recall,10,0.20684103187949474,0.019188068985019596,10
SR-GNN,yoochoose1_64,unpopular,srgnn,DPSBR,recall,20,0.36507567354824855,0.018735984332374916,10
SR-GNN,yoochoose1_64,unpopular,srgnn,DPSBR,recall,30,0.47245518623206556,0.02233799315151338,10
SR-GNN,yoochoose1_64,unpopular,srgnn,DPSBR,recall,40,0.5561987906544062,0.024740390590891673,10
SR-GNN,yoochoose1_64,unpopular,srgnn,DPSBR,recall,50,0.6247558052166446,0.028987261667342435,10
SR-GNN,yoochoose1_64,unpopular,srgnn,Poisoning-SSL,mrr,10,0.029188791006521414,0.015234469934011877,10
SR-GNN,yoochoose1_64,unpopular,srgnn,Poisoning-SSL,mrr,20,0.03327338703411255,0.017615607176654974,10
SR-GNN,yoochoose1_64,unpopular,srgnn,Poisoning-SSL,mrr,30,0.03531035836162084,0.01869557667067135,10
SR-GNN,yoochoose1_64,unpopular,srgnn,Poisoning-SSL,mrr,40,0.036561534546108894,0.019288887849590697,10
SR-GNN,yoochoose1_64,unpopular,srgnn,Poisoning-SSL,mrr,50,0.037409116294054454,0.01964742017417686,10
SR-GNN,yoochoose1_64,unpopular,srgnn,Poisoning-SSL,recall,10,0.0811424380120934,0.047341681439130465,10
SR-GNN,yoochoose1_64,unpopular,srgnn,Poisoning-SSL,recall,20,0.14218218898708357,0.08463642559169092,10
SR-GNN,yoochoose1_64,unpopular,srgnn,Poisoning-SSL,recall,30,0.19329314107839277,0.11247601117948892,10
SR-GNN,yoochoose1_64,unpopular,srgnn,Poisoning-SSL,recall,40,0.23713907474328239,0.13403136541194183,10
SR-GNN,yoochoose1_64,unpopular,srgnn,Poisoning-SSL,recall,50,0.27536942287738375,0.15082617523826666,10
SR-GNN,yoochoose1_64,unpopular,srgnn,TC-SACP-C,mrr,10,0.053775679568283954,0.0019401619753650148,10
SR-GNN,yoochoose1_64,unpopular,srgnn,TC-SACP-C,mrr,20,0.06779353683118478,0.0020371511063663112,10
SR-GNN,yoochoose1_64,unpopular,srgnn,TC-SACP-C,mrr,30,0.0734494695640053,0.0020834711809020494,10
SR-GNN,yoochoose1_64,unpopular,srgnn,TC-SACP-C,mrr,40,0.07627423775924475,0.0020361387918240163,10
SR-GNN,yoochoose1_64,unpopular,srgnn,TC-SACP-C,mrr,50,0.07784112506697373,0.0019936013628482096,10
SR-GNN,yoochoose1_64,unpopular,srgnn,TC-SACP-C,recall,10,0.24196214533614796,0.00747891806200082,10
SR-GNN,yoochoose1_64,unpopular,srgnn,TC-SACP-C,recall,20,0.44739704461698093,0.013876282750061761,10
SR-GNN,yoochoose1_64,unpopular,srgnn,TC-SACP-C,recall,30,0.5883180077999213,0.018692776280811917,10
SR-GNN,yoochoose1_64,unpopular,srgnn,TC-SACP-C,recall,40,0.6872965043472038,0.019249923851021002,10
SR-GNN,yoochoose1_64,unpopular,srgnn,TC-SACP-C,recall,50,0.7578303338223192,0.01810039079880685,10
SR-GNN,yoochoose1_64,unpopular,srgnn,TC-SACP-G,mrr,10,0.056225361159527254,0.0028771377558922165,10
SR-GNN,yoochoose1_64,unpopular,srgnn,TC-SACP-G,mrr,20,0.06713669483261597,0.002833427203405127,10
SR-GNN,yoochoose1_64,unpopular,srgnn,TC-SACP-G,mrr,30,0.07153103220671883,0.0028240370006571438,10
SR-GNN,yoochoose1_64,unpopular,srgnn,TC-SACP-G,mrr,40,0.07391565914950594,0.0028134004864306082,10
SR-GNN,yoochoose1_64,unpopular,srgnn,TC-SACP-G,mrr,50,0.07540040015028945,0.0028148695131586985,10
SR-GNN,yoochoose1_64,unpopular,srgnn,TC-SACP-G,recall,10,0.24194067766288593,0.010653619498628659,10
SR-GNN,yoochoose1_64,unpopular,srgnn,TC-SACP-G,recall,20,0.4022451608286522,0.01723187889157805,10
SR-GNN,yoochoose1_64,unpopular,srgnn,TC-SACP-G,recall,30,0.5117410283015492,0.017053956415802103,10
SR-GNN,yoochoose1_64,unpopular,srgnn,TC-SACP-G,recall,40,0.595506100397152,0.02170856061125596,10
SR-GNN,yoochoose1_64,unpopular,srgnn,TC-SACP-G,recall,50,0.6625550109127338,0.025275901644703353,10
SR-GNN,yoochoose1_64,unpopular,tron,CLEAN,mrr,10,0.000013223719236303716,0.00001613860943407999,10
SR-GNN,yoochoose1_64,unpopular,tron,CLEAN,mrr,20,0.000021661882983096777,0.0000269953664417606,10
SR-GNN,yoochoose1_64,unpopular,tron,CLEAN,mrr,30,0.000024785069829898758,0.00003126342911388733,10
