surrogate_setting,dataset,target_type,victim_model,method,metric,k,mean,std,count
FreqRec,diginetica,popular,tron,Poisoning-SSL,recall,40,0.44499983568306545,0.17052962102653446,10
FreqRec,diginetica,popular,tron,Poisoning-SSL,recall,50,0.5053452298793915,0.17128103510111828,10
FreqRec,diginetica,popular,tron,TC-SACP-C,mrr,10,0.0038913555990603603,0.0031494035128311997,10
FreqRec,diginetica,popular,tron,TC-SACP-C,mrr,20,0.007153302166556361,0.005367465663193361,10
FreqRec,diginetica,popular,tron,TC-SACP-C,mrr,30,0.009885776932374241,0.007024175264417594,10
FreqRec,diginetica,popular,tron,TC-SACP-C,mrr,40,0.01212397034907691,0.008136298687444176,10
FreqRec,diginetica,popular,tron,TC-SACP-C,mrr,50,0.01385983204589299,0.008778854175574224,10
FreqRec,diginetica,popular,tron,TC-SACP-C,recall,10,0.020965197673272158,0.01806748769277149,10
FreqRec,diginetica,popular,tron,TC-SACP-C,recall,20,0.07106050149528406,0.05400746235290351,10
FreqRec,diginetica,popular,tron,TC-SACP-C,recall,30,0.14033652108186268,0.09931455961279544,10
FreqRec,diginetica,popular,tron,TC-SACP-C,recall,40,0.2193844687633507,0.14265604036079352,10
FreqRec,diginetica,popular,tron,TC-SACP-C,recall,50,0.2979657563508495,0.17674866411963788,10
FreqRec,diginetica,popular,tron,TC-SACP-G,mrr,10,0.03304208939154224,0.04800633305004409,10
FreqRec,diginetica,popular,tron,TC-SACP-G,mrr,20,0.040546868266487866,0.04773972867469598,10
FreqRec,diginetica,popular,tron,TC-SACP-G,mrr,30,0.044660290123168724,0.04725336193127892,10
FreqRec,diginetica,popular,tron,TC-SACP-G,mrr,40,0.04726651260410872,0.046841479054509305,10
FreqRec,diginetica,popular,tron,TC-SACP-G,mrr,50,0.048966098393337085,0.04653388478103818,10
FreqRec,diginetica,popular,tron,TC-SACP-G,recall,10,0.11228762036215449,0.08438773150731632,10
FreqRec,diginetica,popular,tron,TC-SACP-G,recall,20,0.22416444838805086,0.09923077251144527,10
FreqRec,diginetica,popular,tron,TC-SACP-G,recall,30,0.327339051562654,0.11009493613581098,10
FreqRec,diginetica,popular,tron,TC-SACP-G,recall,40,0.41893916987084684,0.11660572339070897,10
FreqRec,diginetica,popular,tron,TC-SACP-G,recall,50,0.4956948963160143,0.11869944684958057,10
FreqRec,diginetica,popular,wearec,CREAT,mrr,10,0.004577807850384931,0.0009018186995245451,10
FreqRec,diginetica,popular,wearec,CREAT,mrr,20,0.00718607093855636,0.0008174764171047109,10
FreqRec,diginetica,popular,wearec,CREAT,mrr,30,0.0101837905589754,0.0014701598486161192,10
FreqRec,diginetica,popular,wearec,CREAT,mrr,40,0.013220756841760089,0.0022810078347414403,10
FreqRec,diginetica,popular,wearec,CREAT,mrr,50,0.01578093026972616,0.002925223886074038,10
FreqRec,diginetica,popular,wearec,CREAT,recall,10,0.01780045351473917,0.0030855829889550124,10
FreqRec,diginetica,popular,wearec,CREAT,recall,20,0.05808603634690586,0.014045427782545892,10
FreqRec,diginetica,popular,wearec,CREAT,recall,30,0.13508495185513816,0.037870384993561004,10
FreqRec,diginetica,popular,wearec,CREAT,recall,40,0.24255151335896677,0.0703585955338066,10
FreqRec,diginetica,popular,wearec,CREAT,recall,50,0.35849518551381904,0.102415684421923,10
FreqRec,diginetica,popular,wearec,DPSBR,mrr,10,0.00393225225831451,0.0009892884741836468,10
FreqRec,diginetica,popular,wearec,DPSBR,mrr,20,0.005968828171327311,0.0009643233072321722,10
FreqRec,diginetica,popular,wearec,DPSBR,mrr,30,0.00824898345467503,0.0011310022461940255,10
FreqRec,diginetica,popular,wearec,DPSBR,mrr,40,0.01103526374913317,0.0016291438111435198,10
FreqRec,diginetica,popular,wearec,DPSBR,mrr,50,0.013945239536959392,0.002062073932238885,10
FreqRec,diginetica,popular,wearec,DPSBR,recall,10,0.014712938315422742,0.0021812477359606525,10
FreqRec,diginetica,popular,wearec,DPSBR,recall,20,0.04615005422458835,0.007953841888482397,10
FreqRec,diginetica,popular,wearec,DPSBR,recall,30,0.10475861842321466,0.022946344891448586,10
FreqRec,diginetica,popular,wearec,DPSBR,recall,40,0.20403726708074532,0.047725458822299206,10
FreqRec,diginetica,popular,wearec,DPSBR,recall,50,0.3362976108317723,0.0693021874773239,10
FreqRec,diginetica,popular,wearec,Poisoning-SSL,mrr,10,0.010342647104083471,0.009070529095101296,10
FreqRec,diginetica,popular,wearec,Poisoning-SSL,mrr,20,0.01202967649516023,0.00943223288484185,10
FreqRec,diginetica,popular,wearec,Poisoning-SSL,mrr,30,0.01309512145732769,0.009573390941791418,10
FreqRec,diginetica,popular,wearec,Poisoning-SSL,mrr,40,0.013897627741858482,0.009625395318793466,10
FreqRec,diginetica,popular,wearec,Poisoning-SSL,mrr,50,0.014539141550175012,0.009632243303792384,10
FreqRec,diginetica,popular,wearec,Poisoning-SSL,recall,10,0.030903085872029928,0.019506171268923168,10
FreqRec,diginetica,popular,wearec,Poisoning-SSL,recall,20,0.05621610963225866,0.026254807774047647,10
FreqRec,diginetica,popular,wearec,Poisoning-SSL,recall,30,0.08306713989943798,0.03134872762312719,10
FreqRec,diginetica,popular,wearec,Poisoning-SSL,recall,40,0.11137566137566135,0.03534529572948143,10
FreqRec,diginetica,popular,wearec,Poisoning-SSL,recall,50,0.14043675441190967,0.03788507786485888,10
FreqRec,diginetica,popular,wearec,TC-SACP-C,mrr,10,0.00290119153251357,0.0010454395493453609,10
FreqRec,diginetica,popular,wearec,TC-SACP-C,mrr,20,0.004986740542955901,0.001058483169703482,10
FreqRec,diginetica,popular,wearec,TC-SACP-C,mrr,30,0.00727699182457332,0.0010811694318693704,10
FreqRec,diginetica,popular,wearec,TC-SACP-C,mrr,40,0.01012404060697275,0.001354366898889641,10
FreqRec,diginetica,popular,wearec,TC-SACP-C,mrr,50,0.012972251959271642,0.0016407277757023097,10
FreqRec,diginetica,popular,wearec,TC-SACP-C,recall,10,0.01387985145749115,0.002351946908605546,10
FreqRec,diginetica,popular,wearec,TC-SACP-C,recall,20,0.04608104111209696,0.007110678935908689,10
FreqRec,diginetica,popular,wearec,TC-SACP-C,recall,30,0.10490486049492256,0.015796222679937723,10
FreqRec,diginetica,popular,wearec,TC-SACP-C,recall,40,0.20625061618850435,0.03373408745803375,10
FreqRec,diginetica,popular,wearec,TC-SACP-C,recall,50,0.3356436294324493,0.04988294455521529,10
FreqRec,diginetica,popular,wearec,TC-SACP-G,mrr,10,0.00272520613950658,0.001316523638436174,10
FreqRec,diginetica,popular,wearec,TC-SACP-G,mrr,20,0.0047391930364646,0.0013662010414275908,10
FreqRec,diginetica,popular,wearec,TC-SACP-G,mrr,30,0.0072065414649873,0.0017127575147398834,10
FreqRec,diginetica,popular,wearec,TC-SACP-G,mrr,40,0.01028296611258067,0.002242046605824376,10
FreqRec,diginetica,popular,wearec,TC-SACP-G,mrr,50,0.013370752479309328,0.002610219640574371,10
FreqRec,diginetica,popular,wearec,TC-SACP-G,recall,10,0.0123385586118505,0.001991490666244005,10
FreqRec,diginetica,popular,wearec,TC-SACP-G,recall,20,0.04366886851358895,0.007769166935776793,10
FreqRec,diginetica,popular,wearec,TC-SACP-G,recall,30,0.10712149594137166,0.027182099111829745,10
FreqRec,diginetica,popular,wearec,TC-SACP-G,recall,40,0.21659108087679516,0.05170518393108055,10
FreqRec,diginetica,popular,wearec,TC-SACP-G,recall,50,0.356833941305991,0.0690635688183683,10
FreqRec,diginetica,unpopular,freqrec,CREAT,mrr,10,0.00072261371383915,0.00009519949505002888,10
FreqRec,diginetica,unpopular,freqrec,CREAT,mrr,20,0.00138758245482833,0.0001595500085436754,10
FreqRec,diginetica,unpopular,freqrec,CREAT,mrr,30,0.0020732682193333298,0.00020023951320636334,10
FreqRec,diginetica,unpopular,freqrec,CREAT,mrr,40,0.00284797792250215,0.0002703366325017946,10
FreqRec,diginetica,unpopular,freqrec,CREAT,mrr,50,0.00369675486732313,0.0003442229203132438,10
FreqRec,diginetica,unpopular,freqrec,CREAT,recall,10,0.004176936475073089,0.00056486161981007,10
FreqRec,diginetica,unpopular,freqrec,CREAT,recall,20,0.01445496072825261,0.0016771966868728988,10
FreqRec,diginetica,unpopular,freqrec,CREAT,recall,30,0.03193663939005549,0.002841022427072255,10
FreqRec,diginetica,unpopular,freqrec,CREAT,recall,40,0.05953859804791477,0.005591151548526787,10
FreqRec,diginetica,unpopular,freqrec,CREAT,recall,50,0.09821880442998451,0.009226711510897734,10
FreqRec,diginetica,unpopular,freqrec,DPSBR,mrr,10,0.00075002464754011,0.00021558906905964754,10
FreqRec,diginetica,unpopular,freqrec,DPSBR,mrr,20,0.00141065187054918,0.0003447158205323503,10
FreqRec,diginetica,unpopular,freqrec,DPSBR,mrr,30,0.0021638239468334797,0.0005068391022492727,10
FreqRec,diginetica,unpopular,freqrec,DPSBR,mrr,40,0.00309143072733735,0.0007318410202617181,10
FreqRec,diginetica,unpopular,freqrec,DPSBR,mrr,50,0.0041866516270200205,0.0009635027252520149,10
FreqRec,diginetica,unpopular,freqrec,DPSBR,recall,10,0.00425745177297968,0.0010949106997746863,10
FreqRec,diginetica,unpopular,freqrec,DPSBR,recall,20,0.0144352426961122,0.0031272471774197587,10
FreqRec,diginetica,unpopular,freqrec,DPSBR,recall,30,0.03373755299221135,0.0072675646210840165,10
FreqRec,diginetica,unpopular,freqrec,DPSBR,recall,40,0.06680797923033943,0.01534093892482843,10
FreqRec,diginetica,unpopular,freqrec,DPSBR,recall,50,0.11679812021426925,0.02593878402458724,10
FreqRec,diginetica,unpopular,freqrec,Poisoning-SSL,mrr,10,0.00461868625220193,0.0007532247089168198,10
FreqRec,diginetica,unpopular,freqrec,Poisoning-SSL,mrr,20,0.00554286726206631,0.0007640150613368581,10
FreqRec,diginetica,unpopular,freqrec,Poisoning-SSL,mrr,30,0.00615215186322756,0.0007830522885946433,10
FreqRec,diginetica,unpopular,freqrec,Poisoning-SSL,mrr,40,0.006629661636779941,0.00078296123435756,10
FreqRec,diginetica,unpopular,freqrec,Poisoning-SSL,mrr,50,0.00703295598251623,0.0007712001749331996,10
FreqRec,diginetica,unpopular,freqrec,Poisoning-SSL,recall,10,0.01657957869137989,0.002075285225567028,10
FreqRec,diginetica,unpopular,freqrec,Poisoning-SSL,recall,20,0.030438068947385676,0.0036626765226524683,10
FreqRec,diginetica,unpopular,freqrec,Poisoning-SSL,recall,30,0.045854283742482446,0.005871281135767741,10
FreqRec,diginetica,unpopular,freqrec,Poisoning-SSL,recall,40,0.06273620559334842,0.007908067229664587,10
FreqRec,diginetica,unpopular,freqrec,Poisoning-SSL,recall,50,0.08103453941963254,0.010352321003969699,10
FreqRec,diginetica,unpopular,freqrec,TC-SACP-C,mrr,10,0.00089579137383037,0.00012392198852668142,10
FreqRec,diginetica,unpopular,freqrec,TC-SACP-C,mrr,20,0.00177075747067507,0.0002121791852128291,10
FreqRec,diginetica,unpopular,freqrec,TC-SACP-C,mrr,30,0.00269342893769962,0.000292153290349222,10
FreqRec,diginetica,unpopular,freqrec,TC-SACP-C,mrr,40,0.0037281812625546704,0.0003581855523338738,10
FreqRec,diginetica,unpopular,freqrec,TC-SACP-C,mrr,50,0.00490987029433021,0.00040982313182769895,10
FreqRec,diginetica,unpopular,freqrec,TC-SACP-C,recall,10,0.005064247921390741,0.0007020605411102318,10
FreqRec,diginetica,unpopular,freqrec,TC-SACP-C,recall,20,0.018543166058693973,0.0020870658512079834,10
FreqRec,diginetica,unpopular,freqrec,TC-SACP-C,recall,30,0.042135791514673435,0.004224568537904535,10
FreqRec,diginetica,unpopular,freqrec,TC-SACP-C,recall,40,0.07899865260113703,0.0067298748279765765,10
FreqRec,diginetica,unpopular,freqrec,TC-SACP-C,recall,50,0.1327713694173321,0.009208959802231423,10
FreqRec,diginetica,unpopular,freqrec,TC-SACP-G,mrr,10,0.00107622506099283,0.000188850029109095,10
FreqRec,diginetica,unpopular,freqrec,TC-SACP-G,mrr,20,0.00201000686385873,0.000362430076852012,10
FreqRec,diginetica,unpopular,freqrec,TC-SACP-G,mrr,30,0.00305802972373812,0.0005656769419447857,10
FreqRec,diginetica,unpopular,freqrec,TC-SACP-G,mrr,40,0.00431013499433337,0.000748432646006952,10
FreqRec,diginetica,unpopular,freqrec,TC-SACP-G,mrr,50,0.0056873776023416995,0.0009101512121389483,10
FreqRec,diginetica,unpopular,freqrec,TC-SACP-G,recall,10,0.00598113641591899,0.0010070362776328256,10
FreqRec,diginetica,unpopular,freqrec,TC-SACP-G,recall,20,0.02048867856321268,0.0037282804745165333,10
FreqRec,diginetica,unpopular,freqrec,TC-SACP-G,recall,30,0.04737257221729267,0.008986779423644177,10
FreqRec,diginetica,unpopular,freqrec,TC-SACP-G,recall,40,0.09184659370994772,0.015433554901497757,10
FreqRec,diginetica,unpopular,freqrec,TC-SACP-G,recall,50,0.1545647244405008,0.022823941278234415,10
FreqRec,diginetica,unpopular,mdhg,CREAT,mrr,10,0.19984128940280968,0.421286214279847,10
FreqRec,diginetica,unpopular,mdhg,CREAT,mrr,20,0.19985057317441035,0.42128132129122026,10
FreqRec,diginetica,unpopular,mdhg,CREAT,mrr,30,0.1998636227498991,0.4212744436420768,10
FreqRec,diginetica,unpopular,mdhg,CREAT,mrr,40,0.19988355661802312,0.4212639378819954,10
FreqRec,diginetica,unpopular,mdhg,CREAT,mrr,50,0.1999036639491959,0.42125334069230935,10
FreqRec,diginetica,unpopular,mdhg,CREAT,recall,10,0.20002300437083048,0.4216248978949963,10
FreqRec,diginetica,unpopular,mdhg,CREAT,recall,20,0.20016431693450323,0.42155042548802696,10
FreqRec,diginetica,unpopular,mdhg,CREAT,recall,30,0.20049623714219983,0.42137557174698,10
FreqRec,diginetica,unpopular,mdhg,CREAT,recall,40,0.20121101580728906,0.4209992552662914,10
FreqRec,diginetica,unpopular,mdhg,CREAT,recall,50,0.20213119064050736,0.4205147909227956,10
FreqRec,diginetica,unpopular,mdhg,DPSBR,mrr,10,0.2995231646450467,0.48204216991274723,10
FreqRec,diginetica,unpopular,mdhg,DPSBR,mrr,20,0.299568242351735,0.4820138746798253,10
FreqRec,diginetica,unpopular,mdhg,DPSBR,mrr,30,0.29961144320219224,0.4819850024030234,10
FreqRec,diginetica,unpopular,mdhg,DPSBR,mrr,40,0.29965503352169104,0.4819556412106016,10
FreqRec,diginetica,unpopular,mdhg,DPSBR,mrr,50,0.29970950007450703,0.48191848336817683,10
FreqRec,diginetica,unpopular,mdhg,DPSBR,recall,10,0.29993920273423375,0.48188718120348434,10
FreqRec,diginetica,unpopular,mdhg,DPSBR,recall,20,0.30064412238325283,0.48144234218115844,10
FreqRec,diginetica,unpopular,mdhg,DPSBR,recall,30,0.30174833218311475,0.48070345727241837,10
FreqRec,diginetica,unpopular,mdhg,DPSBR,recall,40,0.30330112721417063,0.47965972552230013,10
FreqRec,diginetica,unpopular,mdhg,DPSBR,recall,50,0.30578066975582496,0.47797411303026655,10
FreqRec,diginetica,unpopular,mdhg,Poisoning-SSL,mrr,10,0.5977937113040144,0.5140250849235884,10
FreqRec,diginetica,unpopular,mdhg,Poisoning-SSL,mrr,20,0.5978917948242937,0.5139128144583935,10
FreqRec,diginetica,unpopular,mdhg,Poisoning-SSL,mrr,30,0.5979690314312027,0.5138159102305851,10
FreqRec,diginetica,unpopular,mdhg,Poisoning-SSL,mrr,40,0.5980381893764641,0.5137271963125886,10
FreqRec,diginetica,unpopular,mdhg,Poisoning-SSL,mrr,50,0.5980927084574204,0.5136571263803015,10
FreqRec,diginetica,unpopular,mdhg,Poisoning-SSL,recall,10,0.6007607874067501,0.5149386664081859,10
FreqRec,diginetica,unpopular,mdhg,Poisoning-SSL,recall,20,0.6022527851720398,0.5132009825840759,10
FreqRec,diginetica,unpopular,mdhg,Poisoning-SSL,recall,30,0.604219658878044,0.5107284942477,10
FreqRec,diginetica,unpopular,mdhg,Poisoning-SSL,recall,40,0.6066663380327977,0.507600030214851,10
FreqRec,diginetica,unpopular,mdhg,Poisoning-SSL,recall,50,0.6091343783890367,0.5044397863088212,10
FreqRec,diginetica,unpopular,mdhg,TC-SACP-C,mrr,10,0.1722147399332389,0.2834956162781316,10
FreqRec,diginetica,unpopular,mdhg,TC-SACP-C,mrr,20,0.17293411653563545,0.2845724434886215,10
FreqRec,diginetica,unpopular,mdhg,TC-SACP-C,mrr,30,0.17310396847483417,0.28480938561123825,10
FreqRec,diginetica,unpopular,mdhg,TC-SACP-C,mrr,40,0.17318030696827008,0.28490030322911314,10
FreqRec,diginetica,unpopular,mdhg,TC-SACP-C,mrr,50,0.17322838954624126,0.28494039758816553,10
FreqRec,diginetica,unpopular,mdhg,TC-SACP-C,recall,10,0.2168178382464097,0.35358337714769145,10
FreqRec,diginetica,unpopular,mdhg,TC-SACP-C,recall,20,0.22693483190377597,0.3690507623484059,10
FreqRec,diginetica,unpopular,mdhg,TC-SACP-C,recall,30,0.2311282000722994,0.3750621325167287,10
FreqRec,diginetica,unpopular,mdhg,TC-SACP-C,recall,40,0.23379342074994244,0.3783281260824037,10
FreqRec,diginetica,unpopular,mdhg,TC-SACP-C,recall,50,0.23597226330145582,0.3802053225347037,10
FreqRec,diginetica,unpopular,mdhg,TC-SACP-G,mrr,10,0.40004989301141813,0.5163000408742537,10
FreqRec,diginetica,unpopular,mdhg,TC-SACP-G,mrr,20,0.4000921929797624,0.5162642778068532,10
FreqRec,diginetica,unpopular,mdhg,TC-SACP-G,mrr,30,0.4001328247785055,0.5162293077877117,10
FreqRec,diginetica,unpopular,mdhg,TC-SACP-G,mrr,40,0.40017312794766385,0.5161946217974009,10
FreqRec,diginetica,unpopular,mdhg,TC-SACP-G,mrr,50,0.4002135493098439,0.5161598335711685,10
FreqRec,diginetica,unpopular,mdhg,TC-SACP-G,recall,10,0.4003286338690065,0.516083139431374,10
FreqRec,diginetica,unpopular,mdhg,TC-SACP-G,recall,20,0.40098261526832946,0.5155274064977194,10
FreqRec,diginetica,unpopular,mdhg,TC-SACP-G,recall,30,0.40201452561701007,0.5146394852284241,10
FreqRec,diginetica,unpopular,mdhg,TC-SACP-G,recall,40,0.4034588714712938,0.5133972602103123,10
FreqRec,diginetica,unpopular,mdhg,TC-SACP-G,recall,50,0.40530415064576547,0.5118102468262059,10
FreqRec,diginetica,unpopular,miasrec,CREAT,mrr,10,0.10276729670473675,0.018325233793012385,10
FreqRec,diginetica,unpopular,miasrec,CREAT,mrr,20,0.10493795942812074,0.0179535224406559,10
FreqRec,diginetica,unpopular,miasrec,CREAT,mrr,30,0.10522546057630185,0.017858942339043924,10
FreqRec,diginetica,unpopular,miasrec,CREAT,mrr,40,0.1053209506347419,0.017878123448148816,10
FreqRec,diginetica,unpopular,miasrec,CREAT,mrr,50,0.10538926013017003,0.01792410518745511,10
FreqRec,diginetica,unpopular,miasrec,CREAT,recall,10,0.28991751289887935,0.05138937384389195,10
FreqRec,diginetica,unpopular,miasrec,CREAT,recall,20,0.3195044201255381,0.08105405940600964,10
FreqRec,diginetica,unpopular,miasrec,CREAT,recall,30,0.32653225541424297,0.08959137998123165,10
FreqRec,diginetica,unpopular,miasrec,CREAT,recall,40,0.32987939137007455,0.093908268328896,10
FreqRec,diginetica,unpopular,miasrec,CREAT,recall,50,0.3329784087548063,0.09818296591632701,10
FreqRec,diginetica,unpopular,miasrec,DPSBR,mrr,10,0.05013798775395438,0.014200095503404299,10
FreqRec,diginetica,unpopular,miasrec,DPSBR,mrr,20,0.07007653776248338,0.015334212363685339,10
FreqRec,diginetica,unpopular,miasrec,DPSBR,mrr,30,0.07759542081387606,0.015074784098288023,10
FreqRec,diginetica,unpopular,miasrec,DPSBR,mrr,40,0.08054328231652805,0.014922589394509017,10
FreqRec,diginetica,unpopular,miasrec,DPSBR,mrr,50,0.0818338816263074,0.014800257685364762,10
FreqRec,diginetica,unpopular,miasrec,DPSBR,recall,10,0.2279864602845969,0.052719545578270806,10
FreqRec,diginetica,unpopular,miasrec,DPSBR,recall,20,0.5214137829044662,0.07431339563110112,10
FreqRec,diginetica,unpopular,miasrec,DPSBR,recall,30,0.7072332314568339,0.08649257665922395,10
FreqRec,diginetica,unpopular,miasrec,DPSBR,recall,40,0.809691412797003,0.08564420143747122,10
FreqRec,diginetica,unpopular,miasrec,DPSBR,recall,50,0.867637779749581,0.07619687908515559,10
FreqRec,diginetica,unpopular,miasrec,Poisoning-SSL,mrr,10,0.04108419573641892,0.010189764164609297,10
FreqRec,diginetica,unpopular,miasrec,Poisoning-SSL,mrr,20,0.04601741428196879,0.010713889877210394,10
FreqRec,diginetica,unpopular,miasrec,Poisoning-SSL,mrr,30,0.04867004106663841,0.010874342090277904,10
FreqRec,diginetica,unpopular,miasrec,Poisoning-SSL,mrr,40,0.05050110911475001,0.010942964139627974,10
FreqRec,diginetica,unpopular,miasrec,Poisoning-SSL,mrr,50,0.051863811540949524,0.01098150039279175,10
FreqRec,diginetica,unpopular,miasrec,Poisoning-SSL,recall,10,0.1201682605409313,0.026006636169433713,10
FreqRec,diginetica,unpopular,miasrec,Poisoning-SSL,recall,20,0.19333694830589238,0.040125255196480684,10
FreqRec,diginetica,unpopular,miasrec,Poisoning-SSL,recall,30,0.26006934174636037,0.05171908804565565,10
FreqRec,diginetica,unpopular,miasrec,Poisoning-SSL,recall,40,0.3245440205067534,0.06327823621355187,10
FreqRec,diginetica,unpopular,miasrec,Poisoning-SSL,recall,50,0.3862729632915968,0.07309536007649768,10
FreqRec,diginetica,unpopular,miasrec,TC-SACP-C,mrr,10,0.05684212389809895,0.007642395648717771,10
FreqRec,diginetica,unpopular,miasrec,TC-SACP-C,mrr,20,0.078259603731864,0.009064864137607927,10
FreqRec,diginetica,unpopular,miasrec,TC-SACP-C,mrr,30,0.08708209089946405,0.008650028674740667,10
FreqRec,diginetica,unpopular,miasrec,TC-SACP-C,mrr,40,0.09034352572574703,0.008043215981680271,10
FreqRec,diginetica,unpopular,miasrec,TC-SACP-C,mrr,50,0.09142627343575313,0.007699106920578139,10
FreqRec,diginetica,unpopular,miasrec,TC-SACP-C,recall,10,0.23544316277235527,0.044428732036066544,10
FreqRec,diginetica,unpopular,miasrec,TC-SACP-C,recall,20,0.5524696835255842,0.07744718108738777,10
FreqRec,diginetica,unpopular,miasrec,TC-SACP-C,recall,30,0.7706349206349207,0.07307133413701865,10
FreqRec,diginetica,unpopular,miasrec,TC-SACP-C,recall,40,0.8835798087350882,0.05017829682901718,10
FreqRec,diginetica,unpopular,miasrec,TC-SACP-C,recall,50,0.9318889874790497,0.029733731800254726,10
FreqRec,diginetica,unpopular,miasrec,TC-SACP-G,mrr,10,0.06060112481462208,0.020860397854776693,10
FreqRec,diginetica,unpopular,miasrec,TC-SACP-G,mrr,20,0.08050832752959204,0.020084749581314055,10
FreqRec,diginetica,unpopular,miasrec,TC-SACP-G,mrr,30,0.08752745418208732,0.019001195796487937,10
FreqRec,diginetica,unpopular,miasrec,TC-SACP-G,mrr,40,0.09039610728080365,0.018721506251823318,10
FreqRec,diginetica,unpopular,miasrec,TC-SACP-G,mrr,50,0.0917095008337471,0.018593614844580855,10
FreqRec,diginetica,unpopular,miasrec,TC-SACP-G,recall,10,0.25827171448289454,0.08365033682959129,10
FreqRec,diginetica,unpopular,miasrec,TC-SACP-G,recall,20,0.5496598639455782,0.0738760209965372,10
FreqRec,diginetica,unpopular,miasrec,TC-SACP-G,recall,30,0.7230963883137796,0.0538645435738179,10
FreqRec,diginetica,unpopular,miasrec,TC-SACP-G,recall,40,0.8229895823063526,0.0489746078871418,10
FreqRec,diginetica,unpopular,miasrec,TC-SACP-G,recall,50,0.8819859344704065,0.04264134271475659,10
FreqRec,diginetica,unpopular,srgnn,CREAT,mrr,10,0.05088093047202793,0.00825562038634438,10
FreqRec,diginetica,unpopular,srgnn,CREAT,mrr,20,0.05517808731156028,0.007744729487896769,10
FreqRec,diginetica,unpopular,srgnn,CREAT,mrr,30,0.056628749084526496,0.007196790073767385,10
FreqRec,diginetica,unpopular,srgnn,CREAT,mrr,40,0.05732956742604363,0.006793337028390729,10
FreqRec,diginetica,unpopular,srgnn,CREAT,mrr,50,0.05772434688165516,0.006535807300597078,10
FreqRec,diginetica,unpopular,srgnn,CREAT,recall,10,0.14199119261231058,0.026765563722448423,10
FreqRec,diginetica,unpopular,srgnn,CREAT,recall,20,0.20409806434651148,0.017768122655176345,10
FreqRec,diginetica,unpopular,srgnn,CREAT,recall,30,0.2400374642610667,0.010344846342710823,10
FreqRec,diginetica,unpopular,srgnn,CREAT,recall,40,0.26453054651812413,0.0243811115027708,10
FreqRec,diginetica,unpopular,srgnn,CREAT,recall,50,0.282311282000723,0.040807261816340284,10
FreqRec,diginetica,unpopular,srgnn,DPSBR,mrr,10,0.05240958134653288,0.005213158096665001,10
FreqRec,diginetica,unpopular,srgnn,DPSBR,mrr,20,0.05938961036324538,0.005544672836111767,10
FreqRec,diginetica,unpopular,srgnn,DPSBR,mrr,30,0.06269372372759854,0.005664446763132667,10
FreqRec,diginetica,unpopular,srgnn,DPSBR,mrr,40,0.06462488912987127,0.005700384212836042,10
FreqRec,diginetica,unpopular,srgnn,DPSBR,mrr,50,0.06582939045561767,0.005721777313634919,10
FreqRec,diginetica,unpopular,srgnn,DPSBR,recall,10,0.14466134279798873,0.012743810992420338,10
FreqRec,diginetica,unpopular,srgnn,DPSBR,recall,20,0.24754181865983105,0.017781819667307366,10
FreqRec,diginetica,unpopular,srgnn,DPSBR,recall,30,0.33020145256170097,0.020829143410223728,10
FreqRec,diginetica,unpopular,srgnn,DPSBR,recall,40,0.3980495579874462,0.02267347881416653,10
FreqRec,diginetica,unpopular,srgnn,DPSBR,recall,50,0.4524220316145782,0.023756916970479543,10
FreqRec,diginetica,unpopular,srgnn,Poisoning-SSL,mrr,10,0.03476466293901949,0.00426113327690049,10
FreqRec,diginetica,unpopular,srgnn,Poisoning-SSL,mrr,20,0.03673091898388025,0.004494983170424511,10
FreqRec,diginetica,unpopular,srgnn,Poisoning-SSL,mrr,30,0.03771352163909565,0.0045993539872767894,10
FreqRec,diginetica,unpopular,srgnn,Poisoning-SSL,mrr,40,0.03834736136161563,0.004659835295985822,10
FreqRec,diginetica,unpopular,srgnn,Poisoning-SSL,mrr,50,0.03879214343287899,0.004703317139675536,10
FreqRec,diginetica,unpopular,srgnn,Poisoning-SSL,recall,10,0.06666009398928649,0.008161680195000558,10
FreqRec,diginetica,unpopular,srgnn,Poisoning-SSL,recall,20,0.09567024877583881,0.011777626474794491,10
FreqRec,diginetica,unpopular,srgnn,Poisoning-SSL,recall,30,0.1204130927733412,0.014702119814013726,10
FreqRec,diginetica,unpopular,srgnn,Poisoning-SSL,recall,40,0.14271418712412495,0.017090212918032584,10
FreqRec,diginetica,unpopular,srgnn,Poisoning-SSL,recall,50,0.16281179138321994,0.019358608805845123,10
FreqRec,diginetica,unpopular,srgnn,TC-SACP-C,mrr,10,0.05603171473328259,0.006368319527286463,10
FreqRec,diginetica,unpopular,srgnn,TC-SACP-C,mrr,20,0.06466091535083623,0.006993886233148638,10
FreqRec,diginetica,unpopular,srgnn,TC-SACP-C,mrr,30,0.06863418917848882,0.0072057912078333725,10
FreqRec,diginetica,unpopular,srgnn,TC-SACP-C,mrr,40,0.07088297562298332,0.007292477494900195,10
FreqRec,diginetica,unpopular,srgnn,TC-SACP-C,mrr,50,0.07231703151418968,0.007318278305797271,10
FreqRec,diginetica,unpopular,srgnn,TC-SACP-C,recall,10,0.16453054651812413,0.01876813035620605,10
FreqRec,diginetica,unpopular,srgnn,TC-SACP-C,recall,20,0.29148181011535046,0.028055078368979955,10
FreqRec,diginetica,unpopular,srgnn,TC-SACP-C,recall,30,0.3907144500312202,0.033570992557264895,10
