dataset,target_type,target_item,victim_model,method,attack_size,recall20
yoochoose1_64,popular,33497,miasrec,DPSBR,0.005,0.24145765501449068
yoochoose1_64,popular,33497,srgnn,DPSBR,0.005,0.2396865719703746
yoochoose1_64,popular,33497,tron,DPSBR,0.005,0.7556424000143412
yoochoose1_64,popular,33497,wearec,DPSBR,0.005,0.13460231135282122
yoochoose1_64,popular,33916,freqrec,DPSBR,0.005,0.01881999355969802
yoochoose1_64,popular,33916,mdhg,DPSBR,0.005,0.22081290922752156
yoochoose1_64,popular,33916,miasrec,DPSBR,0.005,0.27337292926401663
yoochoose1_64,popular,33916,srgnn,DPSBR,0.005,0.21498085799134137
yoochoose1_64,popular,33916,tron,DPSBR,0.005,0.7819765878493448
yoochoose1_64,popular,33916,wearec,DPSBR,0.005,0.16633868832516369
yoochoose1_64,popular,3528,freqrec,DPSBR,0.005,0.02853411571075888
yoochoose1_64,popular,3528,mdhg,DPSBR,0.005,0.9998747719059716
yoochoose1_64,popular,3528,miasrec,DPSBR,0.005,0.18310136319725215
yoochoose1_64,popular,3528,srgnn,DPSBR,0.005,0.23655586961966438
yoochoose1_64,popular,3528,tron,DPSBR,0.005,0.7316207446713157
yoochoose1_64,popular,3528,wearec,DPSBR,0.005,0.11685570145622384
yoochoose1_64,popular,3660,freqrec,DPSBR,0.005,0.06917957708683674
yoochoose1_64,popular,3660,mdhg,DPSBR,0.005,0.9994811978961681
yoochoose1_64,popular,3660,miasrec,DPSBR,0.005,0.23374718236788436
yoochoose1_64,popular,3660,srgnn,DPSBR,0.005,0.2479158467208129
yoochoose1_64,popular,3660,tron,DPSBR,0.005,0.8023591416739867
yoochoose1_64,popular,3660,wearec,DPSBR,0.005,0.11563919997137644
yoochoose1_64,popular,3916,freqrec,DPSBR,0.005,0.037657876847114385
yoochoose1_64,popular,3916,mdhg,DPSBR,0.005,0.2285770510572829
yoochoose1_64,popular,3916,miasrec,DPSBR,0.005,0.2997602776485742
yoochoose1_64,popular,3916,srgnn,DPSBR,0.005,0.28727324770116996
yoochoose1_64,popular,3916,tron,DPSBR,0.005,0.7481132244590646
yoochoose1_64,popular,3916,wearec,DPSBR,0.005,0.09993201903467029
yoochoose1_64,popular,6200,freqrec,DPSBR,0.005,0.02141400407885792
yoochoose1_64,popular,6200,mdhg,DPSBR,0.005,0.20771762853769365
yoochoose1_64,popular,6200,miasrec,DPSBR,0.005,0.25802354288167734
yoochoose1_64,popular,6200,srgnn,DPSBR,0.005,0.23167197395255645
yoochoose1_64,popular,6200,tron,DPSBR,0.005,0.8217915852499865
yoochoose1_64,popular,6200,wearec,DPSBR,0.005,0.11814376185194461
yoochoose1_64,popular,6996,freqrec,DPSBR,0.005,0.024526816701849797
yoochoose1_64,popular,6996,mdhg,DPSBR,0.005,0.22619771727074314
yoochoose1_64,popular,6996,miasrec,DPSBR,0.005,0.15646355862463773
yoochoose1_64,popular,6996,srgnn,DPSBR,0.005,0.2419048982074493
yoochoose1_64,popular,6996,tron,DPSBR,0.005,0.7463205636125702
yoochoose1_64,popular,6996,wearec,DPSBR,0.005,0.15506815986260689
yoochoose1_64,popular,7759,freqrec,DPSBR,0.005,0.022648395291423665
yoochoose1_64,popular,7759,mdhg,DPSBR,0.005,0.2051772872016888
yoochoose1_64,popular,7759,miasrec,DPSBR,0.005,0.22465920068696554
yoochoose1_64,popular,7759,srgnn,DPSBR,0.005,0.2286128305127196
yoochoose1_64,popular,7759,tron,DPSBR,0.005,0.7988455264148576
yoochoose1_64,popular,7759,wearec,DPSBR,0.005,0.093366488962038
yoochoose1_64,unpopular,1440,freqrec,TC-SACP-C,0.005,0.02440158860782139
yoochoose1_64,unpopular,1440,mdhg,TC-SACP-C,0.005,0.6722422984722173
yoochoose1_64,unpopular,1440,miasrec,TC-SACP-C,0.005,0.20560664066692905
yoochoose1_64,unpopular,1440,srgnn,TC-SACP-C,0.005,0.25029518050735267
yoochoose1_64,unpopular,1440,tron,TC-SACP-C,0.005,0.5022318627538855
yoochoose1_64,unpopular,1440,wearec,TC-SACP-C,0.005,0.04586926186983434
yoochoose1_64,unpopular,14514,freqrec,TC-SACP-C,0.005,0.040180328455400906
yoochoose1_64,unpopular,14514,mdhg,TC-SACP-C,0.005,0.8633224802318509
yoochoose1_64,unpopular,14514,miasrec,TC-SACP-C,0.005,0.25161902035851014
yoochoose1_64,unpopular,14514,srgnn,TC-SACP-C,0.005,0.256288239292998
yoochoose1_64,unpopular,14514,tron,TC-SACP-C,0.005,0.6364663069393901
yoochoose1_64,unpopular,14514,wearec,TC-SACP-C,0.005,0.10458334824143976
yoochoose1_64,unpopular,16571,freqrec,TC-SACP-C,0.005,0.021396114351139577
yoochoose1_64,unpopular,16571,mdhg,TC-SACP-C,0.005,0.9430569966725106
yoochoose1_64,unpopular,16571,miasrec,TC-SACP-C,0.005,0.29763140005009125
yoochoose1_64,unpopular,16571,srgnn,TC-SACP-C,0.005,0.26480374968692977
yoochoose1_64,unpopular,16571,tron,TC-SACP-C,0.005,0.5185450764569851
yoochoose1_64,unpopular,16571,wearec,TC-SACP-C,0.005,0.05214855629897313
yoochoose1_64,unpopular,17290,freqrec,TC-SACP-C,0.005,0.017907617446062472
yoochoose1_64,unpopular,17290,mdhg,TC-SACP-C,0.005,0.12379691581094136
yoochoose1_64,unpopular,17290,miasrec,TC-SACP-C,0.005,0.20156356220258329
yoochoose1_64,unpopular,17290,srgnn,TC-SACP-C,0.005,0.25340799313034457
yoochoose1_64,unpopular,17290,tron,TC-SACP-C,0.005,0.5309861427316566
yoochoose1_64,unpopular,17290,wearec,TC-SACP-C,0.005,0.06692547139432538
yoochoose1_64,unpopular,32070,freqrec,TC-SACP-C,0.005,0.023346094672439085
yoochoose1_64,unpopular,32070,mdhg,TC-SACP-C,0.005,0.868528390997889
yoochoose1_64,unpopular,32070,miasrec,TC-SACP-C,0.005,0.16068553436616695
yoochoose1_64,unpopular,32070,srgnn,TC-SACP-C,0.005,0.26891838706214893
yoochoose1_64,unpopular,32070,tron,TC-SACP-C,0.005,0.40653962676801175
yoochoose1_64,unpopular,32070,wearec,TC-SACP-C,0.005,0.09331281977888296
yoochoose1_64,unpopular,33739,freqrec,TC-SACP-C,0.005,0.020394289598912305
yoochoose1_64,unpopular,33739,mdhg,TC-SACP-C,0.005,0.10993237682922466
yoochoose1_64,unpopular,33739,miasrec,TC-SACP-C,0.005,0.26002719238613187
yoochoose1_64,unpopular,33739,srgnn,TC-SACP-C,0.005,0.25353322122437294
yoochoose1_64,unpopular,33739,tron,TC-SACP-C,0.005,0.2956097735869351
yoochoose1_64,unpopular,33739,wearec,TC-SACP-C,0.005,0.03985831335647071
yoochoose1_64,unpopular,35833,freqrec,TC-SACP-C,0.005,0.02966116855701456
yoochoose1_64,unpopular,35833,mdhg,TC-SACP-C,0.005,0.10295538301907045
yoochoose1_64,unpopular,35833,miasrec,TC-SACP-C,0.005,0.22623349672617982
yoochoose1_64,unpopular,35833,srgnn,TC-SACP-C,0.005,0.27027800636874305
yoochoose1_64,unpopular,35833,tron,TC-SACP-C,0.005,0.4372837602853916
yoochoose1_64,unpopular,35833,wearec,TC-SACP-C,0.005,0.04823070592865577
yoochoose1_64,unpopular,4092,freqrec,TC-SACP-C,0.005,0.015581952842677734
yoochoose1_64,unpopular,4092,mdhg,TC-SACP-C,0.005,0.6731367848581344
yoochoose1_64,unpopular,4092,miasrec,TC-SACP-C,0.005,0.22507066442448745
yoochoose1_64,unpopular,4092,srgnn,TC-SACP-C,0.005,0.29111953916061395
yoochoose1_64,unpopular,4092,tron,TC-SACP-C,0.005,0.7028306114766147
yoochoose1_64,unpopular,4092,wearec,TC-SACP-C,0.005,0.06542273426598447
yoochoose1_64,unpopular,8637,freqrec,TC-SACP-C,0.005,0.02534974417689363
yoochoose1_64,unpopular,8637,mdhg,TC-SACP-C,0.005,0.8390282299903395
yoochoose1_64,unpopular,8637,miasrec,TC-SACP-C,0.005,0.07858957386668575
yoochoose1_64,unpopular,8637,srgnn,TC-SACP-C,0.005,0.27117249275466027
yoochoose1_64,unpopular,8637,tron,TC-SACP-C,0.005,0.6066543570621874
yoochoose1_64,unpopular,8637,wearec,TC-SACP-C,0.005,0.08706930480518087
yoochoose1_64,unpopular,8829,freqrec,TC-SACP-C,0.005,0.03273820172456975
yoochoose1_64,unpopular,8829,mdhg,TC-SACP-C,0.005,0.08250742423700311
yoochoose1_64,unpopular,8829,miasrec,TC-SACP-C,0.005,0.19363841282335684
yoochoose1_64,unpopular,8829,srgnn,TC-SACP-C,0.005,0.29641489856524383
yoochoose1_64,unpopular,8829,tron,TC-SACP-C,0.005,0.4452790276607569
yoochoose1_64,unpopular,8829,wearec,TC-SACP-C,0.005,0.10088017460374253
yoochoose1_64,unpopular,1440,freqrec,CREAT,0.005,0.02638734838455759
yoochoose1_64,unpopular,1440,mdhg,CREAT,0.005,0.11075530430426848
yoochoose1_64,unpopular,1440,miasrec,CREAT,0.005,0.246931911696304
yoochoose1_64,unpopular,1440,srgnn,CREAT,0.005,0.23134995885362625
yoochoose1_64,unpopular,1440,tron,CREAT,0.005,0.7545488768979797
yoochoose1_64,unpopular,1440,wearec,CREAT,0.005,0.10826863215141866
yoochoose1_64,unpopular,14514,freqrec,CREAT,0.005,0.033471680561021865
yoochoose1_64,unpopular,14514,mdhg,CREAT,0.005,0.9570825432036925
yoochoose1_64,unpopular,14514,miasrec,CREAT,0.005,0.22957887580951017
yoochoose1_64,unpopular,14514,srgnn,CREAT,0.005,0.22583992271637626
yoochoose1_64,unpopular,14514,tron,CREAT,0.005,0.6873061685459728
yoochoose1_64,unpopular,14514,wearec,CREAT,0.005,0.06112919961358188
yoochoose1_64,unpopular,16571,freqrec,CREAT,0.005,0.02336398440015743
yoochoose1_64,unpopular,16571,mdhg,CREAT,0.005,1
yoochoose1_64,unpopular,16571,miasrec,CREAT,0.005,0.2546066048874736
yoochoose1_64,unpopular,16571,srgnn,CREAT,0.005,0.2064832373251279
yoochoose1_64,unpopular,16571,tron,CREAT,0.005,0.7241094957245039
yoochoose1_64,unpopular,16571,wearec,CREAT,0.005,0.06418834305341872
yoochoose1_64,unpopular,17290,freqrec,CREAT,0.005,0.022254821281620093
yoochoose1_64,unpopular,17290,mdhg,CREAT,0.005,0.11429747039250063
yoochoose1_64,unpopular,17290,miasrec,CREAT,0.005,0.2442663422662707
yoochoose1_64,unpopular,17290,srgnn,CREAT,0.005,0.19628609252567175
yoochoose1_64,unpopular,17290,tron,CREAT,0.005,0.6733771937687109
yoochoose1_64,unpopular,17290,wearec,CREAT,0.005,0.049822891695588394
yoochoose1_64,unpopular,32070,freqrec,CREAT,0.005,0.026780922394361157
yoochoose1_64,unpopular,32070,mdhg,CREAT,0.005,0.9999284410891266
yoochoose1_64,unpopular,32070,miasrec,CREAT,0.005,0.24736126516154425
yoochoose1_64,unpopular,32070,srgnn,CREAT,0.005,0.21553543955061005
yoochoose1_64,unpopular,32070,tron,CREAT,0.005,0.7428786547873008
yoochoose1_64,unpopular,32070,wearec,CREAT,0.005,0.042667000608250745
yoochoose1_64,unpopular,33739,freqrec,CREAT,0.005,0.02263050556370532
yoochoose1_64,unpopular,33739,mdhg,CREAT,0.005,0.05660309850084082
yoochoose1_64,unpopular,33739,miasrec,CREAT,0.005,0.27675408780278365
yoochoose1_64,unpopular,33739,srgnn,CREAT,0.005,0.2082185409138073
yoochoose1_64,unpopular,33739,tron,CREAT,0.005,0.6808705161070577
yoochoose1_64,unpopular,33739,wearec,CREAT,0.005,0.048964184765107874
yoochoose1_64,unpopular,35833,freqrec,CREAT,0.005,0.0313785824179756
yoochoose1_64,unpopular,35833,mdhg,CREAT,0.005,0.1279831120970339
yoochoose1_64,unpopular,35833,miasrec,CREAT,0.005,0.28721957851801494
yoochoose1_64,unpopular,35833,srgnn,CREAT,0.005,0.17830691616873592
yoochoose1_64,unpopular,35833,tron,CREAT,0.005,0.767043722998046
yoochoose1_64,unpopular,35833,wearec,CREAT,0.005,0.08397438190990733
yoochoose1_64,unpopular,4092,freqrec,CREAT,0.005,0.026458907295430965
yoochoose1_64,unpopular,4092,mdhg,CREAT,0.005,0.10798239650792515
yoochoose1_64,unpopular,4092,miasrec,CREAT,0.005,0.22013309957422447
yoochoose1_64,unpopular,4092,srgnn,CREAT,0.005,0.21804000143117822
yoochoose1_64,unpopular,4092,tron,CREAT,0.005,0.7320151300575444
yoochoose1_64,unpopular,4092,wearec,CREAT,0.005,0.07980607535153315
yoochoose1_64,unpopular,8637,freqrec,CREAT,0.005,0.022773623385452073
yoochoose1_64,unpopular,8637,mdhg,CREAT,0.005,0.08488675802354288
yoochoose1_64,unpopular,8637,miasrec,CREAT,0.005,0.12719596407742675
yoochoose1_64,unpopular,8637,srgnn,CREAT,0.005,0.2046942645532935
yoochoose1_64,unpopular,8637,tron,CREAT,0.005,0.7306527078142087
yoochoose1_64,unpopular,8637,wearec,CREAT,0.005,0.04456331174639522
yoochoose1_64,unpopular,8829,freqrec,CREAT,0.005,0.04313213352892769
yoochoose1_64,unpopular,8829,mdhg,CREAT,0.005,0.08460052238004938
yoochoose1_64,unpopular,8829,miasrec,CREAT,0.005,0.27226376614547926
yoochoose1_64,unpopular,8829,srgnn,CREAT,0.005,0.207163046978425
yoochoose1_64,unpopular,8829,tron,CREAT,0.005,0.7011634368893749
yoochoose1_64,unpopular,8829,wearec,CREAT,0.005,0.06386632795448853
yoochoose1_64,unpopular,1440,freqrec,TC-SACP-G,0.005,0.01676267487208845
yoochoose1_64,unpopular,1440,mdhg,TC-SACP-G,0.005,1
yoochoose1_64,unpopular,1440,miasrec,TC-SACP-G,0.005,0.1510608608536978
yoochoose1_64,unpopular,1440,srgnn,TC-SACP-G,0.005,0.24517871837990626
yoochoose1_64,unpopular,1440,tron,TC-SACP-G,0.005,0.6378645823996558
yoochoose1_64,unpopular,1440,wearec,TC-SACP-G,0.005,0.06633511037962002
yoochoose1_64,unpopular,14514,freqrec,TC-SACP-G,0.005,0.018014955812372536
yoochoose1_64,unpopular,14514,mdhg,TC-SACP-G,0.005,1
yoochoose1_64,unpopular,14514,miasrec,TC-SACP-G,0.005,0.3291173208343769
yoochoose1_64,unpopular,14514,srgnn,TC-SACP-G,0.005,0.2585065655300726
yoochoose1_64,unpopular,14514,tron,TC-SACP-G,0.005,0.762185612104046
yoochoose1_64,unpopular,14514,wearec,TC-SACP-G,0.005,0.1472861283051272
yoochoose1_64,unpopular,16571,freqrec,TC-SACP-G,0.005,0.021342445167984544
yoochoose1_64,unpopular,16571,mdhg,TC-SACP-G,0.005,0.15565852087731225
yoochoose1_64,unpopular,16571,miasrec,TC-SACP-G,0.005,0.21956062828723746
yoochoose1_64,unpopular,16571,srgnn,TC-SACP-G,0.005,0.25169057926938354
yoochoose1_64,unpopular,16571,tron,TC-SACP-G,0.005,0.5437678145671621
yoochoose1_64,unpopular,16571,wearec,TC-SACP-G,0.005,0.16190203585101434
yoochoose1_64,unpopular,17290,freqrec,TC-SACP-G,0.005,0.026244230562810833
yoochoose1_64,unpopular,17290,mdhg,TC-SACP-G,0.005,0.18299402483094207
yoochoose1_64,unpopular,17290,miasrec,TC-SACP-G,0.005,0.23889942395076746
yoochoose1_64,unpopular,17290,srgnn,TC-SACP-G,0.005,0.25197681491287705
yoochoose1_64,unpopular,17290,tron,TC-SACP-G,0.005,0.5076456985102988
yoochoose1_64,unpopular,17290,wearec,TC-SACP-G,0.005,0.14521091988979928
yoochoose1_64,unpopular,32070,freqrec,TC-SACP-G,0.005,0.019786038856488605
yoochoose1_64,unpopular,32070,mdhg,TC-SACP-G,0.005,0.9999463308168449
yoochoose1_64,unpopular,32070,miasrec,TC-SACP-G,0.005,0.20997173423020501
yoochoose1_64,unpopular,32070,srgnn,TC-SACP-G,0.005,0.2660739203549322
yoochoose1_64,unpopular,32070,tron,TC-SACP-G,0.005,0.7828012118387322
yoochoose1_64,unpopular,32070,wearec,TC-SACP-G,0.005,0.13989767075745108
yoochoose1_64,unpopular,33739,freqrec,TC-SACP-G,0.005,0.03094922895273534
yoochoose1_64,unpopular,33739,mdhg,TC-SACP-G,0.005,0.17794912161436902
yoochoose1_64,unpopular,33739,miasrec,TC-SACP-G,0.005,0.15281405417009553
yoochoose1_64,unpopular,33739,srgnn,TC-SACP-G,0.005,0.2671473040180328
yoochoose1_64,unpopular,33739,tron,TC-SACP-G,0.005,0.4880877686750444
yoochoose1_64,unpopular,33739,wearec,TC-SACP-G,0.005,0.08050377473254858
yoochoose1_64,unpopular,35833,freqrec,TC-SACP-G,0.005,0.021378224623421233
yoochoose1_64,unpopular,35833,mdhg,TC-SACP-G,0.005,0.1760707002039429
yoochoose1_64,unpopular,35833,miasrec,TC-SACP-G,0.005,0.22238720526673583
yoochoose1_64,unpopular,35833,srgnn,TC-SACP-G,0.005,0.26167304733621954
yoochoose1_64,unpopular,35833,tron,TC-SACP-G,0.005,0.5934065934065934
yoochoose1_64,unpopular,35833,wearec,TC-SACP-G,0.005,0.06395577659308026
yoochoose1_64,unpopular,4092,freqrec,TC-SACP-G,0.005,0.034956527961644425
yoochoose1_64,unpopular,4092,mdhg,TC-SACP-G,0.005,1
yoochoose1_64,unpopular,4092,miasrec,TC-SACP-G,0.005,0.20433646999892663
yoochoose1_64,unpopular,4092,srgnn,TC-SACP-G,0.005,0.2431750688754517
yoochoose1_64,unpopular,4092,tron,TC-SACP-G,0.005,0.5790653066346378
yoochoose1_64,unpopular,4092,wearec,TC-SACP-G,0.005,0.06968048946295037
yoochoose1_64,unpopular,8637,freqrec,TC-SACP-G,0.005,0.041128484024473146
yoochoose1_64,unpopular,8637,mdhg,TC-SACP-G,0.005,0.9984078142330673
yoochoose1_64,unpopular,8637,miasrec,TC-SACP-G,0.005,0.21088411034384055
yoochoose1_64,unpopular,8637,srgnn,TC-SACP-G,0.005,0.2582918887974525
yoochoose1_64,unpopular,8637,tron,TC-SACP-G,0.005,0.7933779108330495
yoochoose1_64,unpopular,8637,wearec,TC-SACP-G,0.005,0.1089305520769974
yoochoose1_64,unpopular,8829,freqrec,TC-SACP-G,0.005,0.012147125120755662
yoochoose1_64,unpopular,8829,mdhg,TC-SACP-G,0.005,0.17467530144191207
yoochoose1_64,unpopular,8829,miasrec,TC-SACP-G,0.005,0.1711689148091166
yoochoose1_64,unpopular,8829,srgnn,TC-SACP-G,0.005,0.24186911875201259
yoochoose1_64,unpopular,8829,tron,TC-SACP-G,0.005,0.3954251295197462
yoochoose1_64,unpopular,8829,wearec,TC-SACP-G,0.005,0.10257969873698522
yoochoose1_64,unpopular,1440,freqrec,Poisoning-SSL,0.005,0.048391713478120865
yoochoose1_64,unpopular,1440,mdhg,Poisoning-SSL,0.005,1
yoochoose1_64,unpopular,1440,miasrec,Poisoning-SSL,0.005,0.06696125084976207
yoochoose1_64,unpopular,1440,srgnn,Poisoning-SSL,0.005,0.1440123081326702
yoochoose1_64,unpopular,1440,tron,Poisoning-SSL,0.005,0.15506516322177008
yoochoose1_64,unpopular,1440,wearec,Poisoning-SSL,0.005,0.06223836273211922
yoochoose1_64,unpopular,14514,freqrec,Poisoning-SSL,0.005,0.024956170167090057
yoochoose1_64,unpopular,14514,mdhg,Poisoning-SSL,0.005,0.9998389924505349
yoochoose1_64,unpopular,14514,miasrec,Poisoning-SSL,0.005,0.05463522845182296
yoochoose1_64,unpopular,14514,srgnn,Poisoning-SSL,0.005,0.1063007621024008
yoochoose1_64,unpopular,14514,tron,Poisoning-SSL,0.005,0.5142785436423283
yoochoose1_64,unpopular,14514,wearec,Poisoning-SSL,0.005,0.029070807542309205
yoochoose1_64,unpopular,16571,freqrec,Poisoning-SSL,0.005,0.03917850370317364
yoochoose1_64,unpopular,16571,mdhg,Poisoning-SSL,0.005,0.0027371283409066516
yoochoose1_64,unpopular,16571,miasrec,Poisoning-SSL,0.005,0.12828723746824575
yoochoose1_64,unpopular,16571,srgnn,Poisoning-SSL,0.005,0.07261440480875882
yoochoose1_64,unpopular,16571,tron,Poisoning-SSL,0.005,0.6068874029722316
yoochoose1_64,unpopular,16571,wearec,Poisoning-SSL,0.005,0.035618447887223154
yoochoose1_64,unpopular,17290,freqrec,Poisoning-SSL,0.005,0.11467315467458586
yoochoose1_64,unpopular,17290,mdhg,Poisoning-SSL,0.005,0.07606712225839923
yoochoose1_64,unpopular,17290,miasrec,Poisoning-SSL,0.005,0.08837525492861999
yoochoose1_64,unpopular,17290,srgnn,Poisoning-SSL,0.005,0.16920104476009876
yoochoose1_64,unpopular,17290,tron,Poisoning-SSL,0.005,0.6359822885108366
yoochoose1_64,unpopular,17290,wearec,Poisoning-SSL,0.005,0.26111846577695086
yoochoose1_64,unpopular,32070,freqrec,Poisoning-SSL,0.005,0.014902143189380658
yoochoose1_64,unpopular,32070,mdhg,Poisoning-SSL,0.005,0.9999642205445634
yoochoose1_64,unpopular,32070,miasrec,Poisoning-SSL,0.005,0.04307846434577266
yoochoose1_64,unpopular,32070,srgnn,Poisoning-SSL,0.005,0.0464596228845397
yoochoose1_64,unpopular,32070,tron,Poisoning-SSL,0.005,0.6658838714303641
yoochoose1_64,unpopular,32070,wearec,Poisoning-SSL,0.005,0.01937457511896669
yoochoose1_64,unpopular,33739,freqrec,Poisoning-SSL,0.005,0.000017889727718344126
yoochoose1_64,unpopular,33739,mdhg,Poisoning-SSL,0.005,0.00005366918315503238
yoochoose1_64,unpopular,33739,miasrec,Poisoning-SSL,0.005,0.000017889727718344126
yoochoose1_64,unpopular,33739,srgnn,Poisoning-SSL,0.005,0.00025045618805681776
yoochoose1_64,unpopular,33739,tron,Poisoning-SSL,0.005,0
yoochoose1_64,unpopular,33739,wearec,Poisoning-SSL,0.005,0.00003577945543668825
yoochoose1_64,unpopular,35833,freqrec,Poisoning-SSL,0.005,0.10916311853733586
yoochoose1_64,unpopular,35833,mdhg,Poisoning-SSL,0.005,0.02003649504454542
yoochoose1_64,unpopular,35833,miasrec,Poisoning-SSL,0.005,0.19415721492718882
yoochoose1_64,unpopular,35833,srgnn,Poisoning-SSL,0.005,0.10937779526995599
yoochoose1_64,unpopular,35833,tron,Poisoning-SSL,0.005,0.22209275227219763
yoochoose1_64,unpopular,35833,wearec,Poisoning-SSL,0.005,0.10533471680561021
yoochoose1_64,unpopular,4092,freqrec,Poisoning-SSL,0.005,0.06597731582525314
yoochoose1_64,unpopular,4092,mdhg,Poisoning-SSL,0.005,0.11111309885863538
yoochoose1_64,unpopular,4092,miasrec,Poisoning-SSL,0.005,0.07914415542595442
yoochoose1_64,unpopular,4092,srgnn,Poisoning-SSL,0.005,0.14478156642455903
yoochoose1_64,unpopular,4092,tron,Poisoning-SSL,0.005,0.7925174336267321
yoochoose1_64,unpopular,4092,wearec,Poisoning-SSL,0.005,0.08536978067193818
yoochoose1_64,unpopular,8637,freqrec,Poisoning-SSL,0.005,0.03055565494293177
yoochoose1_64,unpopular,8637,mdhg,Poisoning-SSL,0.005,0.010572829081541378
yoochoose1_64,unpopular,8637,miasrec,Poisoning-SSL,0.005,0.07624601953558267
yoochoose1_64,unpopular,8637,srgnn,Poisoning-SSL,0.005,0.09245411284840245
yoochoose1_64,unpopular,8637,tron,Poisoning-SSL,0.005,0.2346413781976588
yoochoose1_64,unpopular,8637,wearec,Poisoning-SSL,0.005,0.0388385988765251
yoochoose1_64,unpopular,8829,freqrec,Poisoning-SSL,0.005,0.05660309850084082
yoochoose1_64,unpopular,8829,mdhg,Poisoning-SSL,0.005,0.03171848724462414
yoochoose1_64,unpopular,8829,miasrec,Poisoning-SSL,0.005,0.07721206483237325
yoochoose1_64,unpopular,8829,srgnn,Poisoning-SSL,0.005,0.07529786396651043
yoochoose1_64,unpopular,8829,tron,Poisoning-SSL,0.005,0.6123191653371098
yoochoose1_64,unpopular,8829,wearec,Poisoning-SSL,0.005,0.06781995778024258
yoochoose1_64,unpopular,1440,freqrec,DPSBR,0.005,0.02384700704855272
yoochoose1_64,unpopular,1440,mdhg,DPSBR,0.005,1
yoochoose1_64,unpopular,1440,miasrec,DPSBR,0.005,0.28276503631614724
yoochoose1_64,unpopular,1440,srgnn,DPSBR,0.005,0.2587212422626928
yoochoose1_64,unpopular,1440,tron,DPSBR,0.005,0.8157323915888353
yoochoose1_64,unpopular,1440,wearec,DPSBR,0.005,0.09483344663494221
yoochoose1_64,unpopular,14514,freqrec,DPSBR,0.005,0.020948871158180973
yoochoose1_64,unpopular,14514,mdhg,DPSBR,0.005,0.21406848187770583
yoochoose1_64,unpopular,14514,miasrec,DPSBR,0.005,0.30124512504919676
yoochoose1_64,unpopular,14514,srgnn,DPSBR,0.005,0.24165444201939246
yoochoose1_64,unpopular,14514,tron,DPSBR,0.005,0.7976265170392414
yoochoose1_64,unpopular,14514,wearec,DPSBR,0.005,0.11481627249633261
yoochoose1_64,unpopular,16571,freqrec,DPSBR,0.005,0.014580128090450463
yoochoose1_64,unpopular,16571,mdhg,DPSBR,0.005,0.21850513435185517
yoochoose1_64,unpopular,16571,miasrec,DPSBR,0.005,0.2285770510572829
yoochoose1_64,unpopular,16571,srgnn,DPSBR,0.005,0.20782496690400373
yoochoose1_64,unpopular,16571,tron,DPSBR,0.005,0.786440313357116
yoochoose1_64,unpopular,16571,wearec,DPSBR,0.005,0.07644280654048445
yoochoose1_64,unpopular,17290,freqrec,DPSBR,0.005,0.035045976600236145
yoochoose1_64,unpopular,17290,mdhg,DPSBR,0.005,0.21601846219900533
yoochoose1_64,unpopular,17290,miasrec,DPSBR,0.005,0.2813338580986797
yoochoose1_64,unpopular,17290,srgnn,DPSBR,0.005,0.21072310279437548
yoochoose1_64,unpopular,17290,tron,DPSBR,0.005,0.8131868131868132
yoochoose1_64,unpopular,17290,wearec,DPSBR,0.005,0.058213173995491786
yoochoose1_64,unpopular,32070,freqrec,DPSBR,0.005,0.035224873877419585
yoochoose1_64,unpopular,32070,mdhg,DPSBR,0.005,0.9999463308168449
yoochoose1_64,unpopular,32070,miasrec,DPSBR,0.005,0.15920068696554437
yoochoose1_64,unpopular,32070,srgnn,DPSBR,0.005,0.21761064796593796
yoochoose1_64,unpopular,32070,tron,DPSBR,0.005,0.8083287022928132
yoochoose1_64,unpopular,32070,wearec,DPSBR,0.005,0.14608751654799815
yoochoose1_64,unpopular,33739,freqrec,DPSBR,0.005,0.02239793910336685
yoochoose1_64,unpopular,33739,mdhg,DPSBR,0.005,0.2147482915310029
yoochoose1_64,unpopular,33739,miasrec,DPSBR,0.005,0.20496261046906866
yoochoose1_64,unpopular,33739,srgnn,DPSBR,0.005,0.22596515081040466
yoochoose1_64,unpopular,33739,tron,DPSBR,0.005,0.7515192800674041
yoochoose1_64,unpopular,33739,wearec,DPSBR,0.005,0.08610325950839028
yoochoose1_64,unpopular,35833,freqrec,DPSBR,0.005,0.05735446706501127
yoochoose1_64,unpopular,35833,mdhg,DPSBR,0.005,0.21956062828723746
yoochoose1_64,unpopular,35833,miasrec,DPSBR,0.005,0.2732477011699882
yoochoose1_64,unpopular,35833,srgnn,DPSBR,0.005,0.25052774696769115
yoochoose1_64,unpopular,35833,tron,DPSBR,0.005,0.8103723356578169
yoochoose1_64,unpopular,35833,wearec,DPSBR,0.005,0.04746144763676697
yoochoose1_64,unpopular,4092,freqrec,DPSBR,0.005,0.014490679451858742
yoochoose1_64,unpopular,4092,mdhg,DPSBR,0.005,0.21986475365844932
yoochoose1_64,unpopular,4092,miasrec,DPSBR,0.005,0.35484274929335574
yoochoose1_64,unpopular,4092,srgnn,DPSBR,0.005,0.2086657841067659
yoochoose1_64,unpopular,4092,tron,DPSBR,0.005,0.8275639531756986
yoochoose1_64,unpopular,4092,wearec,DPSBR,0.005,0.1306665712547855
yoochoose1_64,unpopular,8637,freqrec,DPSBR,0.005,0.02704926831013632
