dataset,target_type,target_item,victim_model,method,attack_size,recall20
diginetica,unpopular,33995,srgnn,Poisoning-SSL,0.03,0.20247132669492918
diginetica,unpopular,33995,tron,Poisoning-SSL,0.03,0.42362548884288015
diginetica,unpopular,33995,wearec,Poisoning-SSL,0.03,0.11351013835485885
diginetica,unpopular,3660,freqrec,Poisoning-SSL,0.03,0.07765618324624536
diginetica,unpopular,3660,mdhg,Poisoning-SSL,0.03,0.9996877978244438
diginetica,unpopular,3660,miasrec,Poisoning-SSL,0.03,0.44962042788129747
diginetica,unpopular,3660,srgnn,Poisoning-SSL,0.03,0.1773308357159289
diginetica,unpopular,3660,tron,Poisoning-SSL,0.03,0.5201452561701009
diginetica,unpopular,3660,wearec,Poisoning-SSL,0.03,0.09633901869926714
diginetica,unpopular,8829,freqrec,Poisoning-SSL,0.03,0.052072036544086236
diginetica,unpopular,8829,mdhg,Poisoning-SSL,0.03,0.9945118143875907
diginetica,unpopular,8829,miasrec,Poisoning-SSL,0.03,0.3615465509875448
diginetica,unpopular,8829,srgnn,Poisoning-SSL,0.03,0.14808242137434685
diginetica,unpopular,8829,tron,Poisoning-SSL,0.03,0.4463012258043314
diginetica,unpopular,8829,wearec,Poisoning-SSL,0.03,0.06091228762036215
diginetica,unpopular,17290,freqrec,DPSBR,0.03,0.09995399125833908
diginetica,unpopular,17290,mdhg,DPSBR,0.03,0.9986854645239739
diginetica,unpopular,17290,miasrec,DPSBR,0.03,0.7747050511025666
diginetica,unpopular,17290,srgnn,DPSBR,0.03,0.4894015577245391
diginetica,unpopular,17290,tron,DPSBR,0.03,0.5054224588386079
diginetica,unpopular,17290,wearec,DPSBR,0.03,0.2969207006474087
diginetica,unpopular,20222,freqrec,DPSBR,0.03,0.0978343028032469
diginetica,unpopular,20222,mdhg,DPSBR,0.03,0.0030891583686614744
diginetica,unpopular,20222,miasrec,DPSBR,0.03,0.7705478326596339
diginetica,unpopular,20222,srgnn,DPSBR,0.03,0.49845542081566924
diginetica,unpopular,20222,tron,DPSBR,0.03,0.48675605507903646
diginetica,unpopular,20222,wearec,DPSBR,0.03,0.25086266390614215
diginetica,unpopular,21325,freqrec,DPSBR,0.03,0.10974728055473397
diginetica,unpopular,21325,mdhg,DPSBR,0.03,0.0026947977258536264
diginetica,unpopular,21325,miasrec,DPSBR,0.03,0.8308357159288836
diginetica,unpopular,21325,srgnn,DPSBR,0.03,0.461911334582142
diginetica,unpopular,21325,tron,DPSBR,0.03,0.5111899832396727
diginetica,unpopular,21325,wearec,DPSBR,0.03,0.4446580564592987
diginetica,unpopular,23414,freqrec,DPSBR,0.03,0.12417430740412107
diginetica,unpopular,23414,mdhg,DPSBR,0.03,0.0022018469223438167
diginetica,unpopular,23414,miasrec,DPSBR,0.03,0.8338262841368431
diginetica,unpopular,23414,srgnn,DPSBR,0.03,0.5030891583686615
diginetica,unpopular,23414,tron,DPSBR,0.03,0.4660849847185251
diginetica,unpopular,23414,wearec,DPSBR,0.03,0.2885569686811923
diginetica,unpopular,28865,freqrec,DPSBR,0.03,0.08371947812941602
diginetica,unpopular,28865,mdhg,DPSBR,0.03,1
diginetica,unpopular,28865,miasrec,DPSBR,0.03,0.7773341220546189
diginetica,unpopular,28865,srgnn,DPSBR,0.03,0.47750501166650233
diginetica,unpopular,28865,tron,DPSBR,0.03,0.4961056886522725
diginetica,unpopular,28865,wearec,DPSBR,0.03,0.26599625357389334
diginetica,unpopular,29122,freqrec,DPSBR,0.03,0.11263925860199152
diginetica,unpopular,29122,mdhg,DPSBR,0.03,0.0029577048210588583
diginetica,unpopular,29122,miasrec,DPSBR,0.03,0.7989582306352493
diginetica,unpopular,29122,srgnn,DPSBR,0.03,0.50151171579743
diginetica,unpopular,29122,tron,DPSBR,0.03,0.5153307699891551
diginetica,unpopular,29122,wearec,DPSBR,0.03,0.25832265273259064
diginetica,unpopular,32561,freqrec,DPSBR,0.03,0.10003614972559072
diginetica,unpopular,32561,mdhg,DPSBR,0.03,0.0027112294193039534
diginetica,unpopular,32561,miasrec,DPSBR,0.03,0.7997140885339643
diginetica,unpopular,32561,srgnn,DPSBR,0.03,0.49237569423904826
diginetica,unpopular,32561,tron,DPSBR,0.03,0.5018896447467877
diginetica,unpopular,32561,wearec,DPSBR,0.03,0.23214696506621973
diginetica,unpopular,33995,freqrec,DPSBR,0.03,0.09796575635084952
diginetica,unpopular,33995,mdhg,DPSBR,0.03,0.002300437083045779
diginetica,unpopular,33995,miasrec,DPSBR,0.03,0.7461139044989976
diginetica,unpopular,33995,srgnn,DPSBR,0.03,0.5408656216109632
diginetica,unpopular,33995,tron,DPSBR,0.03,0.48659173814453316
diginetica,unpopular,33995,wearec,DPSBR,0.03,0.2636300897170462
diginetica,unpopular,3660,freqrec,DPSBR,0.03,0.09108087679516251
diginetica,unpopular,3660,mdhg,DPSBR,0.03,0.0024483223240987216
diginetica,unpopular,3660,miasrec,DPSBR,0.03,0.7735548325610437
diginetica,unpopular,3660,srgnn,DPSBR,0.03,0.5039271747346281
diginetica,unpopular,3660,tron,DPSBR,0.03,0.5409313483847645
diginetica,unpopular,3660,wearec,DPSBR,0.03,0.2604259094942325
diginetica,unpopular,8829,freqrec,DPSBR,0.03,0.11367445528936213
diginetica,unpopular,8829,mdhg,DPSBR,0.03,0.9996713661309935
diginetica,unpopular,8829,miasrec,DPSBR,0.03,0.7462617897400506
diginetica,unpopular,8829,srgnn,DPSBR,0.03,0.5174997535245982
diginetica,unpopular,8829,tron,DPSBR,0.03,0.5040421965887805
diginetica,unpopular,8829,wearec,DPSBR,0.03,0.26333431923494033
yoochoose1_64,popular,10195,freqrec,TC-SACP-C,0.03,0.3742352141400408
yoochoose1_64,popular,10195,mdhg,TC-SACP-C,0.03,0.10472646606318652
yoochoose1_64,popular,10195,miasrec,TC-SACP-C,0.03,0.6574296039214284
yoochoose1_64,popular,10195,srgnn,TC-SACP-C,0.03,0.7253390103402626
yoochoose1_64,popular,10195,tron,TC-SACP-C,0.03,0.3991000842550598
yoochoose1_64,popular,10195,wearec,TC-SACP-C,0.03,0.470159934165802
yoochoose1_64,popular,33407,freqrec,TC-SACP-C,0.03,0.38557730151347097
yoochoose1_64,popular,33407,mdhg,TC-SACP-C,0.03,0.09191742101685213
yoochoose1_64,popular,33407,miasrec,TC-SACP-C,0.03,0.6554438441446921
yoochoose1_64,popular,33407,srgnn,TC-SACP-C,0.03,0.7431571791477334
yoochoose1_64,popular,33407,tron,TC-SACP-C,0.03,0.3599662979760859
yoochoose1_64,popular,33407,wearec,TC-SACP-C,0.03,0.4655443844144692
yoochoose1_64,popular,33497,freqrec,TC-SACP-C,0.03,0.3698164513936098
yoochoose1_64,popular,33497,mdhg,TC-SACP-C,0.03,0.12420837954846327
yoochoose1_64,popular,33497,miasrec,TC-SACP-C,0.03,0.6655515403055565
yoochoose1_64,popular,33497,srgnn,TC-SACP-C,0.03,0.7477906186267845
yoochoose1_64,popular,33497,tron,TC-SACP-C,0.03,0.38915081655701556
yoochoose1_64,popular,33497,wearec,TC-SACP-C,0.03,0.4165801996493613
yoochoose1_64,popular,33916,freqrec,TC-SACP-C,0.03,0.32654120004293535
yoochoose1_64,popular,33916,mdhg,TC-SACP-C,0.03,0.11343876346202011
yoochoose1_64,popular,33916,miasrec,TC-SACP-C,0.03,0.6199148448960606
yoochoose1_64,popular,33916,srgnn,TC-SACP-C,0.03,0.7345343303874915
yoochoose1_64,popular,33916,tron,TC-SACP-C,0.03,0.49074090672785614
yoochoose1_64,popular,33916,wearec,TC-SACP-C,0.03,0.45778024258470784
yoochoose1_64,popular,3528,freqrec,TC-SACP-C,0.03,0.3358080790010376
yoochoose1_64,popular,3528,mdhg,TC-SACP-C,0.03,0.9625389101577874
yoochoose1_64,popular,3528,miasrec,TC-SACP-C,0.03,0.6257111166768041
yoochoose1_64,popular,3528,srgnn,TC-SACP-C,0.03,0.7357866113277756
yoochoose1_64,popular,3528,tron,TC-SACP-C,0.03,0.35412222361651396
yoochoose1_64,popular,3528,wearec,TC-SACP-C,0.03,0.4799813946831729
yoochoose1_64,popular,3660,freqrec,TC-SACP-C,0.03,0.39432537836774123
yoochoose1_64,popular,3660,mdhg,TC-SACP-C,0.03,0.8918387062148914
yoochoose1_64,popular,3660,miasrec,TC-SACP-C,0.03,0.5959068302980428
yoochoose1_64,popular,3660,srgnn,TC-SACP-C,0.03,0.7539983541450499
yoochoose1_64,popular,3660,tron,TC-SACP-C,0.03,0.5174336267321585
yoochoose1_64,popular,3660,wearec,TC-SACP-C,0.03,0.5466206304340048
yoochoose1_64,popular,3916,freqrec,TC-SACP-C,0.03,0.35078178110129166
yoochoose1_64,popular,3916,mdhg,TC-SACP-C,0.03,0.11900246878242512
yoochoose1_64,popular,3916,miasrec,TC-SACP-C,0.03,0.754785502164657
yoochoose1_64,popular,3916,srgnn,TC-SACP-C,0.03,0.7391319904111059
yoochoose1_64,popular,3916,tron,TC-SACP-C,0.03,0.45187601957585644
yoochoose1_64,popular,3916,wearec,TC-SACP-C,0.03,0.46506136176607393
yoochoose1_64,popular,6200,freqrec,TC-SACP-C,0.03,0.3709613939675838
yoochoose1_64,popular,6200,mdhg,TC-SACP-C,0.03,0.12635514687466456
yoochoose1_64,popular,6200,miasrec,TC-SACP-C,0.03,0.7240330602168235
yoochoose1_64,popular,6200,srgnn,TC-SACP-C,0.03,0.7464309993201903
yoochoose1_64,popular,6200,tron,TC-SACP-C,0.03,0.30252944445440366
yoochoose1_64,popular,6200,wearec,TC-SACP-C,0.03,0.45395184085298224
yoochoose1_64,popular,6996,freqrec,TC-SACP-C,0.03,0.39505885720419337
yoochoose1_64,popular,6996,mdhg,TC-SACP-C,0.03,0.08692618698343411
yoochoose1_64,popular,6996,miasrec,TC-SACP-C,0.03,0.6493434469927367
yoochoose1_64,popular,6996,srgnn,TC-SACP-C,0.03,0.7520483738237504
yoochoose1_64,popular,6996,tron,TC-SACP-C,0.03,0.4882311815427639
yoochoose1_64,popular,6996,wearec,TC-SACP-C,0.03,0.4632187198110845
yoochoose1_64,popular,7759,freqrec,TC-SACP-C,0.03,0.3469891588250027
yoochoose1_64,popular,7759,mdhg,TC-SACP-C,0.03,0.9091738523739669
yoochoose1_64,popular,7759,miasrec,TC-SACP-C,0.03,0.6648717306522595
yoochoose1_64,popular,7759,srgnn,TC-SACP-C,0.03,0.7878636087158754
yoochoose1_64,popular,7759,tron,TC-SACP-C,0.03,0.36901923525088287
yoochoose1_64,popular,7759,wearec,TC-SACP-C,0.03,0.45445275322909584
yoochoose1_64,popular,10195,freqrec,CREAT,0.03,0.3111023650220044
yoochoose1_64,popular,10195,mdhg,CREAT,0.03,0.12828723746824575
yoochoose1_64,popular,10195,miasrec,CREAT,0.03,0.1430283731081613
yoochoose1_64,popular,10195,srgnn,CREAT,0.03,0.27625317542667
yoochoose1_64,popular,10195,tron,CREAT,0.03,0.03226789523690013
yoochoose1_64,popular,10195,wearec,CREAT,0.03,0.36537979891946043
yoochoose1_64,popular,33407,freqrec,CREAT,0.03,0.32462699917707255
yoochoose1_64,popular,33407,mdhg,CREAT,0.03,0.13968299402483095
yoochoose1_64,popular,33407,miasrec,CREAT,0.03,0.27342659844717165
yoochoose1_64,popular,33407,srgnn,CREAT,0.03,0.27678986725822036
yoochoose1_64,popular,33407,tron,CREAT,0.03,0.0895613358908628
yoochoose1_64,popular,33407,wearec,CREAT,0.03,0.32451966081076244
yoochoose1_64,popular,33497,freqrec,CREAT,0.03,0.3714623063436974
yoochoose1_64,popular,33497,mdhg,CREAT,0.03,0.12071988264338616
yoochoose1_64,popular,33497,miasrec,CREAT,0.03,0.44305699667251064
yoochoose1_64,popular,33497,srgnn,CREAT,0.03,0.6367848581344592
yoochoose1_64,popular,33497,tron,CREAT,0.03,0.01520176397827295
yoochoose1_64,popular,33497,wearec,CREAT,0.03,0.5273891731367849
yoochoose1_64,popular,33916,freqrec,CREAT,0.03,0.32986868939854735
yoochoose1_64,popular,33916,mdhg,CREAT,0.03,0.13277755912555012
yoochoose1_64,popular,33916,miasrec,CREAT,0.03,0.27532290958531613
yoochoose1_64,popular,33916,srgnn,CREAT,0.03,0.2750724533972593
yoochoose1_64,popular,33916,tron,CREAT,0.03,0.08466737177993296
yoochoose1_64,popular,33916,wearec,CREAT,0.03,0.3135890371748542
yoochoose1_64,popular,3528,freqrec,CREAT,0.03,0.30510930623635907
yoochoose1_64,popular,3528,mdhg,CREAT,0.03,0.9828258613903896
yoochoose1_64,popular,3528,miasrec,CREAT,0.03,0.2743210848330888
yoochoose1_64,popular,3528,srgnn,CREAT,0.03,0.27832838384199793
yoochoose1_64,popular,3528,tron,CREAT,0.03,0.0763494254521987
yoochoose1_64,popular,3528,wearec,CREAT,0.03,0.3355576228129808
yoochoose1_64,popular,3660,freqrec,CREAT,0.03,0.3241797559841139
yoochoose1_64,popular,3660,mdhg,CREAT,0.03,0.15009481555690724
yoochoose1_64,popular,3660,miasrec,CREAT,0.03,0.2706536906508283
yoochoose1_64,popular,3660,srgnn,CREAT,0.03,0.2782389352034062
yoochoose1_64,popular,3660,tron,CREAT,0.03,0.026101141924959218
yoochoose1_64,popular,3660,wearec,CREAT,0.03,0.32090593581165694
yoochoose1_64,popular,3916,freqrec,CREAT,0.03,0.3104762245518623
yoochoose1_64,popular,3916,mdhg,CREAT,0.03,0.1372321013274178
yoochoose1_64,popular,3916,miasrec,CREAT,0.03,0.28385630970696624
yoochoose1_64,popular,3916,srgnn,CREAT,0.03,0.3213352892768972
yoochoose1_64,popular,3916,tron,CREAT,0.03,0.06726063496047183
yoochoose1_64,popular,3916,wearec,CREAT,0.03,0.3561308096890765
yoochoose1_64,popular,6200,freqrec,CREAT,0.03,0.3244659916276074
yoochoose1_64,popular,6200,mdhg,CREAT,0.03,0.13651651221868402
yoochoose1_64,popular,6200,miasrec,CREAT,0.03,0.27469676911517404
yoochoose1_64,popular,6200,srgnn,CREAT,0.03,0.28165587319760993
yoochoose1_64,popular,6200,tron,CREAT,0.03,0.05492712833659
yoochoose1_64,popular,6200,wearec,CREAT,0.03,0.32253390103402624
yoochoose1_64,popular,6996,freqrec,CREAT,0.03,0.2609932376829225
yoochoose1_64,popular,6996,mdhg,CREAT,0.03,0.12682027979534152
yoochoose1_64,popular,6996,miasrec,CREAT,0.03,0.27428530537765217
yoochoose1_64,popular,6996,srgnn,CREAT,0.03,0.27505456366954095
yoochoose1_64,popular,6996,tron,CREAT,0.03,0.08574296828782962
yoochoose1_64,popular,6996,wearec,CREAT,0.03,0.35876059966367313
yoochoose1_64,popular,7759,freqrec,CREAT,0.03,0.3339117678628931
yoochoose1_64,popular,7759,mdhg,CREAT,0.03,0.1245840638305485
yoochoose1_64,popular,7759,miasrec,CREAT,0.03,0.16469283337507604
yoochoose1_64,popular,7759,srgnn,CREAT,0.03,0.275680704139683
yoochoose1_64,popular,7759,tron,CREAT,0.03,0.0721187458544718
yoochoose1_64,popular,7759,wearec,CREAT,0.03,0.2929979605710401
yoochoose1_64,popular,10195,freqrec,TC-SACP-G,0.03,0.3464703567211707
yoochoose1_64,popular,10195,mdhg,TC-SACP-G,0.03,0.16200937421732442
yoochoose1_64,popular,10195,miasrec,TC-SACP-G,0.03,0.6129378510859065
yoochoose1_64,popular,10195,srgnn,TC-SACP-G,0.03,0.5941357472539268
yoochoose1_64,popular,10195,tron,TC-SACP-G,0.03,0.4502626248140114
yoochoose1_64,popular,10195,wearec,TC-SACP-G,0.03,0.4669040037210634
yoochoose1_64,popular,33407,freqrec,TC-SACP-G,0.03,0.3570252960749937
yoochoose1_64,popular,33407,mdhg,TC-SACP-G,0.03,0.9954738988872589
yoochoose1_64,popular,33407,miasrec,TC-SACP-G,0.03,0.6847651078750582
yoochoose1_64,popular,33407,srgnn,TC-SACP-G,0.03,0.6290922752155712
yoochoose1_64,popular,33407,tron,TC-SACP-G,0.03,0.43378807163472743
yoochoose1_64,popular,33407,wearec,TC-SACP-G,0.03,0.3842355719345952
yoochoose1_64,popular,33497,freqrec,TC-SACP-G,0.03,0.39547032094171525
yoochoose1_64,popular,33497,mdhg,TC-SACP-G,0.03,0.17582024401588608
yoochoose1_64,popular,33497,miasrec,TC-SACP-G,0.03,0.520430069054349
yoochoose1_64,popular,33497,srgnn,TC-SACP-G,0.03,0.6388242870943505
yoochoose1_64,popular,33497,tron,TC-SACP-G,0.03,0.44108420127995984
yoochoose1_64,popular,33497,wearec,TC-SACP-G,0.03,0.5194461340298401
yoochoose1_64,popular,33916,freqrec,TC-SACP-G,0.03,0.35541522058034275
yoochoose1_64,popular,33916,mdhg,TC-SACP-G,0.03,0.1663923575083187
yoochoose1_64,popular,33916,miasrec,TC-SACP-G,0.03,0.5427385595191241
yoochoose1_64,popular,33916,srgnn,TC-SACP-G,0.03,0.6060681956420624
yoochoose1_64,popular,33916,tron,TC-SACP-G,0.03,0.4784074001039743
yoochoose1_64,popular,33916,wearec,TC-SACP-G,0.03,0.4153458084367956
yoochoose1_64,popular,3528,freqrec,TC-SACP-G,0.03,0.3271315610576407
yoochoose1_64,popular,3528,mdhg,TC-SACP-G,0.03,0.9809474399799635
yoochoose1_64,popular,3528,miasrec,TC-SACP-G,0.03,0.5874986582704211
yoochoose1_64,popular,3528,srgnn,TC-SACP-G,0.03,0.6094672439085477
yoochoose1_64,popular,3528,tron,TC-SACP-G,0.03,0.4567341304698564
yoochoose1_64,popular,3528,wearec,TC-SACP-G,0.03,0.5098930194282443
yoochoose1_64,popular,3660,freqrec,TC-SACP-G,0.03,0.3544849547389889
yoochoose1_64,popular,3660,mdhg,TC-SACP-G,0.03,0.9979963504955455
yoochoose1_64,popular,3660,miasrec,TC-SACP-G,0.03,0.5654406239937028
yoochoose1_64,popular,3660,srgnn,TC-SACP-G,0.03,0.6391999713764357
yoochoose1_64,popular,3660,tron,TC-SACP-G,0.03,0.4590466629618343
yoochoose1_64,popular,3660,wearec,TC-SACP-G,0.03,0.5208236430641525
yoochoose1_64,popular,3916,freqrec,TC-SACP-G,0.03,0.36462843035528997
yoochoose1_64,popular,3916,mdhg,TC-SACP-G,0.03,0.1899352391856596
yoochoose1_64,popular,3916,miasrec,TC-SACP-G,0.03,0.5488031772156428
yoochoose1_64,popular,3916,srgnn,TC-SACP-G,0.03,0.6453361479838277
yoochoose1_64,popular,3916,tron,TC-SACP-G,0.03,0.503701844648011
yoochoose1_64,popular,3916,wearec,TC-SACP-G,0.03,0.4549357758774911
yoochoose1_64,popular,6200,freqrec,TC-SACP-G,0.03,0.38657912626569824
yoochoose1_64,popular,6200,mdhg,TC-SACP-G,0.03,0.1748541987190955
yoochoose1_64,popular,6200,miasrec,TC-SACP-G,0.03,0.6281798991019357
yoochoose1_64,popular,6200,srgnn,TC-SACP-G,0.03,0.6237611363555047
yoochoose1_64,popular,6200,tron,TC-SACP-G,0.03,0.45768424071849845
yoochoose1_64,popular,6200,wearec,TC-SACP-G,0.03,0.46710079072596516
yoochoose1_64,popular,6996,freqrec,TC-SACP-G,0.03,0.3623564349350603
yoochoose1_64,popular,6996,mdhg,TC-SACP-G,0.03,0.16968406740849404
yoochoose1_64,popular,6996,miasrec,TC-SACP-G,0.03,0.508372392572185
yoochoose1_64,popular,6996,srgnn,TC-SACP-G,0.03,0.6183763283122831
yoochoose1_64,popular,6996,tron,TC-SACP-G,0.03,0.45225247835362026
yoochoose1_64,popular,6996,wearec,TC-SACP-G,0.03,0.45423807649647574
yoochoose1_64,popular,7759,freqrec,TC-SACP-G,0.03,0.3793516762674872
yoochoose1_64,popular,7759,mdhg,TC-SACP-G,0.03,0.9950266556943004
yoochoose1_64,popular,7759,miasrec,TC-SACP-G,0.03,0.5709506601309529
yoochoose1_64,popular,7759,srgnn,TC-SACP-G,0.03,0.6518658986010233
yoochoose1_64,popular,7759,tron,TC-SACP-G,0.03,0.48374952942652777
yoochoose1_64,popular,7759,wearec,TC-SACP-G,0.03,0.44536477154817705
yoochoose1_64,popular,10195,freqrec,Poisoning-SSL,0.03,0.44083867043543595
yoochoose1_64,popular,10195,mdhg,Poisoning-SSL,0.03,0.20526673584028052
yoochoose1_64,popular,10195,miasrec,Poisoning-SSL,0.03,0.5753873126051021
yoochoose1_64,popular,10195,srgnn,Poisoning-SSL,0.03,0.4560986081791835
yoochoose1_64,popular,10195,tron,Poisoning-SSL,0.03,0.43737339332771635
yoochoose1_64,popular,10195,wearec,Poisoning-SSL,0.03,0.4521628680811478
yoochoose1_64,popular,33407,freqrec,Poisoning-SSL,0.03,0.5084618412107768
yoochoose1_64,popular,33407,mdhg,Poisoning-SSL,0.03,0.9986582704211242
yoochoose1_64,popular,33407,miasrec,Poisoning-SSL,0.03,0.5216286808114781
yoochoose1_64,popular,33407,srgnn,Poisoning-SSL,0.03,0.5553329278328384
yoochoose1_64,popular,33407,tron,Poisoning-SSL,0.03,0.41510854561425525
yoochoose1_64,popular,33407,wearec,Poisoning-SSL,0.03,0.569608930552077
yoochoose1_64,popular,33497,freqrec,Poisoning-SSL,0.03,0.3063794769043615
yoochoose1_64,popular,33497,mdhg,Poisoning-SSL,0.03,0.18317292210812552
yoochoose1_64,popular,33497,miasrec,Poisoning-SSL,0.03,0.3722852338187413
yoochoose1_64,popular,33497,srgnn,Poisoning-SSL,0.03,0.45550824716447813
yoochoose1_64,popular,33497,tron,Poisoning-SSL,0.03,0.3971460839323808
yoochoose1_64,popular,33497,wearec,Poisoning-SSL,0.03,0.409388529106587
yoochoose1_64,popular,33916,freqrec,Poisoning-SSL,0.03,0.27217431750688753
yoochoose1_64,popular,33916,mdhg,Poisoning-SSL,0.03,0.1197180578911589
yoochoose1_64,popular,33916,miasrec,Poisoning-SSL,0.03,0.4251135997710115
yoochoose1_64,popular,33916,srgnn,Poisoning-SSL,0.03,0.46012379691581096
yoochoose1_64,popular,33916,tron,Poisoning-SSL,0.03,0.4753957298818636
yoochoose1_64,popular,33916,wearec,Poisoning-SSL,0.03,0.45477476832802605
yoochoose1_64,popular,3528,freqrec,Poisoning-SSL,0.03,0.46210955669254716
yoochoose1_64,popular,3528,mdhg,Poisoning-SSL,0.03,0.9923431965365487
yoochoose1_64,popular,3528,miasrec,Poisoning-SSL,0.03,0.49264732190776056
yoochoose1_64,popular,3528,srgnn,Poisoning-SSL,0.03,0.5401624387276825
yoochoose1_64,popular,3528,tron,Poisoning-SSL,0.03,0.45698510298836564
yoochoose1_64,popular,3528,wearec,Poisoning-SSL,0.03,0.49287988836809904
yoochoose1_64,popular,3660,freqrec,Poisoning-SSL,0.03,0.2951805073526781
yoochoose1_64,popular,3660,mdhg,Poisoning-SSL,0.03,0.9993201903467029
yoochoose1_64,popular,3660,miasrec,Poisoning-SSL,0.03,0.4390854771190382
yoochoose1_64,popular,3660,srgnn,Poisoning-SSL,0.03,0.3522129593187592
yoochoose1_64,popular,3660,tron,Poisoning-SSL,0.03,0.43956043956043955
yoochoose1_64,popular,3660,wearec,Poisoning-SSL,0.03,0.3464703567211707
yoochoose1_64,popular,3916,freqrec,Poisoning-SSL,0.03,0.67945185874271
yoochoose1_64,popular,3916,mdhg,Poisoning-SSL,0.03,0.43470249382804393
yoochoose1_64,popular,3916,miasrec,Poisoning-SSL,0.03,0.727074313928942
yoochoose1_64,popular,3916,srgnn,Poisoning-SSL,0.03,0.7069483702458048
yoochoose1_64,popular,3916,tron,Poisoning-SSL,0.03,0.4987003208862915
yoochoose1_64,popular,3916,wearec,Poisoning-SSL,0.03,0.7794912161436903
yoochoose1_64,popular,6200,freqrec,Poisoning-SSL,0.03,0.5242405810583562
yoochoose1_64,popular,6200,mdhg,Poisoning-SSL,0.03,0.435954774768328
yoochoose1_64,popular,6200,miasrec,Poisoning-SSL,0.03,0.5168163440552435
yoochoose1_64,popular,6200,srgnn,Poisoning-SSL,0.03,0.5557622812980787
yoochoose1_64,popular,6200,tron,Poisoning-SSL,0.03,0.555061577900077
yoochoose1_64,popular,6200,wearec,Poisoning-SSL,0.03,0.5699667251064439
yoochoose1_64,popular,6996,freqrec,Poisoning-SSL,0.03,0.321013274177967
yoochoose1_64,popular,6996,mdhg,Poisoning-SSL,0.03,0.14118573115317185
yoochoose1_64,popular,6996,miasrec,Poisoning-SSL,0.03,0.33935024508926975
yoochoose1_64,popular,6996,srgnn,Poisoning-SSL,0.03,0.40049733443056995
yoochoose1_64,popular,6996,tron,Poisoning-SSL,0.03,0.4860799885269706
yoochoose1_64,popular,6996,wearec,Poisoning-SSL,0.03,0.3998354145049912
yoochoose1_64,popular,7759,freqrec,Poisoning-SSL,0.03,0.4090665140076568
yoochoose1_64,popular,7759,mdhg,Poisoning-SSL,0.03,0.2873984757951984
yoochoose1_64,popular,7759,miasrec,Poisoning-SSL,0.03,0.5229525206626355
yoochoose1_64,popular,7759,srgnn,Poisoning-SSL,0.03,0.444738631078035
yoochoose1_64,popular,7759,tron,Poisoning-SSL,0.03,0.4402057974651776
yoochoose1_64,popular,7759,wearec,Poisoning-SSL,0.03,0.47293284196214536
yoochoose1_64,popular,10195,freqrec,DPSBR,0.03,0.4046119718057891
yoochoose1_64,popular,10195,mdhg,DPSBR,0.03,0.17480052953594047
yoochoose1_64,popular,10195,miasrec,DPSBR,0.03,0.5127732655908978
yoochoose1_64,popular,10195,srgnn,DPSBR,0.03,0.5909871551754983
yoochoose1_64,popular,10195,tron,DPSBR,0.03,0.5294803076206013
yoochoose1_64,popular,10195,wearec,DPSBR,0.03,0.4315539017496154
yoochoose1_64,popular,33407,freqrec,DPSBR,0.03,0.3847007048552721
yoochoose1_64,popular,33407,mdhg,DPSBR,0.03,0.17539089055064583
yoochoose1_64,popular,33407,miasrec,DPSBR,0.03,0.50821138502272
yoochoose1_64,popular,33407,srgnn,DPSBR,0.03,0.6203620880890193
yoochoose1_64,popular,33407,tron,DPSBR,0.03,0.5217360127637453
yoochoose1_64,popular,33407,wearec,DPSBR,0.03,0.4687824251314895
yoochoose1_64,popular,33497,freqrec,DPSBR,0.03,0.35131847293284196
yoochoose1_64,popular,33497,mdhg,DPSBR,0.03,0.17052488461125623
yoochoose1_64,popular,33497,miasrec,DPSBR,0.03,0.5533829475115388
yoochoose1_64,popular,33497,srgnn,DPSBR,0.03,0.5713084546853197
yoochoose1_64,popular,33497,tron,DPSBR,0.03,0.5006722478174355
yoochoose1_64,popular,33497,wearec,DPSBR,0.03,0.4840244731475187
yoochoose1_64,popular,33916,freqrec,DPSBR,0.03,0.35709685498586713
yoochoose1_64,popular,33916,mdhg,DPSBR,0.03,0.17158037854663852
yoochoose1_64,popular,33916,miasrec,DPSBR,0.03,0.550788936992379
yoochoose1_64,popular,33916,srgnn,DPSBR,0.03,0.5802533185444918
yoochoose1_64,popular,33916,tron,DPSBR,0.03,0.5194593334886973
yoochoose1_64,popular,33916,wearec,DPSBR,0.03,0.47593831621882715
yoochoose1_64,popular,3528,freqrec,DPSBR,0.03,0.34462771476618126
yoochoose1_64,popular,3528,mdhg,DPSBR,0.03,0.9990876238863644
yoochoose1_64,popular,3528,miasrec,DPSBR,0.03,0.6230276575190525
yoochoose1_64,popular,3528,srgnn,DPSBR,0.03,0.565762639092633
yoochoose1_64,popular,3528,tron,DPSBR,0.03,0.5372066758689924
yoochoose1_64,popular,3528,wearec,DPSBR,0.03,0.543203692439801
yoochoose1_64,popular,3660,freqrec,DPSBR,0.03,0.38629289062220473
yoochoose1_64,popular,3660,mdhg,DPSBR,0.03,0.990017531933164
yoochoose1_64,popular,3660,miasrec,DPSBR,0.03,0.5985723997280762
yoochoose1_64,popular,3660,srgnn,DPSBR,0.03,0.6076961608644317
yoochoose1_64,popular,3660,tron,DPSBR,0.03,0.4951149991933026
yoochoose1_64,popular,3660,wearec,DPSBR,0.03,0.45640273355039535
