dataset,target_type,target_item,victim_model,metric,k,value,method
diginetica,popular,9496,srgnn,mrr,10,0.053993436190518114,TC-SACP-G w/o Sur.
diginetica,popular,9496,srgnn,mrr,20,0.06077710269615639,TC-SACP-G w/o Sur.
diginetica,popular,9496,srgnn,mrr,30,0.06401597616129365,TC-SACP-G w/o Sur.
diginetica,popular,9496,srgnn,mrr,40,0.06593171738561948,TC-SACP-G w/o Sur.
diginetica,popular,9496,srgnn,mrr,50,0.06712468036502392,TC-SACP-G w/o Sur.
diginetica,popular,9496,tron,recall,10,0.05989352262644188,TC-SACP-G w/o Sur.
diginetica,popular,9496,tron,recall,20,0.1408689079496533,TC-SACP-G w/o Sur.
diginetica,popular,9496,tron,recall,30,0.22264944625193073,TC-SACP-G w/o Sur.
diginetica,popular,9496,tron,recall,40,0.3024746130336192,TC-SACP-G w/o Sur.
diginetica,popular,9496,tron,recall,50,0.37280226100101876,TC-SACP-G w/o Sur.
diginetica,popular,9496,tron,mrr,10,0.01390002592556077,TC-SACP-G w/o Sur.
diginetica,popular,9496,tron,mrr,20,0.019274954911230577,TC-SACP-G w/o Sur.
diginetica,popular,9496,tron,mrr,30,0.022527743811415313,TC-SACP-G w/o Sur.
diginetica,popular,9496,tron,mrr,40,0.024795691269619693,TC-SACP-G w/o Sur.
diginetica,popular,9496,tron,mrr,50,0.026347938330922215,TC-SACP-G w/o Sur.
diginetica,popular,9496,wearec,recall,10,0.020391731571855795,TC-SACP-G w/o Sur.
diginetica,popular,9496,wearec,recall,20,0.07333464786880936,TC-SACP-G w/o Sur.
diginetica,popular,9496,wearec,recall,30,0.17133326760655954,TC-SACP-G w/o Sur.
diginetica,popular,9496,wearec,recall,40,0.31323737224358345,TC-SACP-G w/o Sur.
diginetica,popular,9496,wearec,recall,50,0.47101449275362317,TC-SACP-G w/o Sur.
diginetica,popular,9496,wearec,mrr,10,0.0034932150147076505,TC-SACP-G w/o Sur.
diginetica,popular,9496,wearec,mrr,20,0.006912187349942051,TC-SACP-G w/o Sur.
diginetica,popular,9496,wearec,mrr,30,0.010731640978033665,TC-SACP-G w/o Sur.
diginetica,popular,9496,wearec,mrr,40,0.01473456924218723,TC-SACP-G w/o Sur.
diginetica,popular,9496,wearec,mrr,50,0.018222361133574037,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,freqrec,recall,10,0.0041243550560320745,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,freqrec,recall,20,0.015166453054651812,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,freqrec,recall,30,0.035048802129547474,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,freqrec,recall,40,0.06617042952446679,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,freqrec,recall,50,0.11605705083965953,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,freqrec,mrr,10,0.0007290259865927826,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,freqrec,mrr,20,0.001440234704051297,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,freqrec,mrr,30,0.0022122866143050603,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,freqrec,mrr,40,0.0030895918329897844,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,freqrec,mrr,50,0.004180679237229893,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,mdhg,recall,10,0.9999835683065497,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,mdhg,recall,20,0.9999835683065497,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,mdhg,recall,30,0.9999835683065497,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,mdhg,recall,40,0.9999835683065497,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,mdhg,recall,50,0.9999835683065497,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,mdhg,mrr,10,0.9999835683065497,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,mdhg,mrr,20,0.9999835683065497,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,mdhg,mrr,30,0.9999835683065497,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,mdhg,mrr,40,0.9999835683065497,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,mdhg,mrr,50,0.9999835683065497,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,miasrec,recall,10,0.3529692070064741,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,miasrec,recall,20,0.6326694929179402,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,miasrec,recall,30,0.7609517236846429,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,miasrec,recall,40,0.8443261362516021,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,miasrec,recall,50,0.9038417299286865,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,miasrec,mrr,10,0.08509142020430877,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,miasrec,mrr,20,0.10470347299545699,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,miasrec,mrr,30,0.10988771583573997,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,miasrec,mrr,40,0.1122725095122392,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,miasrec,mrr,50,0.11359480571772712,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,srgnn,recall,10,0.15148378191856451,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,srgnn,recall,20,0.25316310098918793,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,srgnn,recall,30,0.3375069834697164,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,srgnn,recall,40,0.4063722107200368,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,srgnn,recall,50,0.46265076078740675,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,srgnn,mrr,10,0.05453429320505172,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,srgnn,mrr,20,0.06143217334835851,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,srgnn,mrr,30,0.06481431375015327,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,srgnn,mrr,40,0.06677916780844785,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,srgnn,mrr,50,0.06802475233843937,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,tron,recall,10,0.058003877879654275,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,tron,recall,20,0.18290117979558973,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,tron,recall,30,0.3067797167176049,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,tron,recall,40,0.42007624305760954,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,tron,recall,50,0.5135725787899701,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,tron,mrr,10,0.009641596075589983,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,tron,mrr,20,0.017960376655885475,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,tron,mrr,30,0.022900593044045157,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,tron,mrr,40,0.02612784455396367,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,tron,mrr,50,0.028193587451701994,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,wearec,recall,10,0.013063196293009957,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,wearec,recall,20,0.03639620099247429,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,wearec,recall,30,0.07967728154063558,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,wearec,recall,40,0.1498899076538828,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,wearec,recall,50,0.2553813796049821,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,wearec,mrr,10,0.0030242792615857695,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,wearec,mrr,20,0.004533939040624998,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,wearec,mrr,30,0.006225998463838469,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,wearec,mrr,40,0.008192510785511834,TC-SACP-G w/o Sur.
diginetica,unpopular,17290,wearec,mrr,50,0.010515969256920223,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,freqrec,recall,10,0.003237043609714417,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,freqrec,recall,20,0.01196227283183805,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,freqrec,recall,30,0.030990173847316706,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,freqrec,recall,40,0.06598968089651319,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,freqrec,recall,50,0.11470965197673272,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,freqrec,mrr,10,0.0005455843866570476,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,freqrec,mrr,20,0.0011120776448074491,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,freqrec,mrr,30,0.0018533631312440241,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,freqrec,mrr,40,0.0028400090117174097,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,freqrec,mrr,50,0.003905909484337516,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,mdhg,recall,10,0.0009037431397679844,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,mdhg,recall,20,0.0023661638568470865,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,mdhg,recall,30,0.004863781261296789,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,mdhg,recall,40,0.009645404055341944,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,mdhg,recall,50,0.014755660718393638,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,mdhg,mrr,10,0.00017654289689190606,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,mdhg,mrr,20,0.00027254368672667486,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,mdhg,mrr,30,0.0003737026589874131,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,mdhg,mrr,40,0.0005093429836166481,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,mdhg,mrr,50,0.0006215800658001364,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,miasrec,recall,10,0.13170002300437084,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,miasrec,recall,20,0.3552367807026192,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,miasrec,recall,30,0.5248282888034441,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,miasrec,recall,40,0.630401919221795,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,miasrec,recall,50,0.7020276709717703,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,miasrec,mrr,10,0.033289013404609644,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,miasrec,mrr,20,0.04818707141172999,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,miasrec,mrr,30,0.055030478610488986,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,miasrec,mrr,40,0.05805846406802202,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,miasrec,mrr,50,0.059649340896887386,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,srgnn,recall,10,0.15255184199283578,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,srgnn,recall,20,0.2618554668244109,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,srgnn,recall,30,0.3449012455223635,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,srgnn,recall,40,0.41279700285911464,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,srgnn,recall,50,0.46807321962601467,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,srgnn,mrr,10,0.056134361957343955,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,srgnn,mrr,20,0.06361237961244677,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,srgnn,mrr,30,0.06694183755589572,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,srgnn,mrr,40,0.06887983506537791,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,srgnn,mrr,50,0.07010566800593171,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,tron,recall,10,0.164924907160932,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,tron,recall,20,0.32329356863518355,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,tron,recall,30,0.44817443885766867,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,tron,recall,40,0.5420158401524862,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,tron,recall,50,0.6167143185776726,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,tron,mrr,10,0.03472431530698254,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,tron,mrr,20,0.04550194152783546,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,tron,mrr,30,0.05050148718225506,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,tron,mrr,40,0.053177500535857146,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,tron,mrr,50,0.05482860977117542,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,wearec,recall,10,0.014016234513128924,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,wearec,recall,20,0.03997831016464557,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,wearec,recall,30,0.08174767491537678,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,wearec,recall,40,0.15473725722172926,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,wearec,recall,50,0.2697919747609189,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,wearec,mrr,10,0.004613673933648296,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,wearec,mrr,20,0.006304270136759625,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,wearec,mrr,30,0.007931729504267864,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,wearec,mrr,40,0.00997649679189637,TC-SACP-G w/o Sur.
diginetica,unpopular,20222,wearec,mrr,50,0.012500361592894752,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,freqrec,recall,10,0.00458444247264123,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,freqrec,recall,20,0.015067862893949851,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,freqrec,recall,30,0.03429294423083243,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,freqrec,recall,40,0.07021262611324723,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,freqrec,recall,50,0.12369778829406158,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,freqrec,mrr,10,0.0007747869487492897,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,freqrec,mrr,20,0.0014565614719978589,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,freqrec,mrr,30,0.002203717951331752,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,freqrec,mrr,40,0.00320751392723203,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,freqrec,mrr,50,0.004380369741285663,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,mdhg,recall,10,0.0007558578987150416,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,mdhg,recall,20,0.00234973216339676,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,mdhg,recall,30,0.005110256663051694,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,mdhg,recall,40,0.008922409543527555,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,mdhg,recall,50,0.013736895724473364,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,mdhg,mrr,10,0.00012134675202801003,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,mdhg,mrr,20,0.00022406696728408614,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,mdhg,mrr,30,0.00033347372918536415,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,mdhg,mrr,40,0.0004419492896697786,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,mdhg,mrr,50,0.0005463806963906188,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,miasrec,recall,10,0.17146472115416214,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,miasrec,recall,20,0.43719806763285024,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,miasrec,recall,30,0.6398665746491834,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,miasrec,recall,40,0.7602944559466298,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,miasrec,recall,50,0.8336455355088895,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,miasrec,mrr,10,0.04163973694684492,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,miasrec,mrr,20,0.05945449824878124,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,miasrec,mrr,30,0.06762802658255669,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,miasrec,mrr,40,0.07108669342329729,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,miasrec,mrr,50,0.07272171597723855,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,srgnn,recall,10,0.16630516941075948,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,srgnn,recall,20,0.2838739360478491,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,srgnn,recall,30,0.37147129383154226,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,srgnn,recall,40,0.44340924775707385,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,srgnn,recall,50,0.5035328140918203,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,srgnn,mrr,10,0.06229651434226072,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,srgnn,mrr,20,0.07030560310218852,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,srgnn,mrr,30,0.07382073585551277,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,srgnn,mrr,40,0.07587036394006881,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,srgnn,mrr,50,0.07720069927699465,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,tron,recall,10,0.08542837424825002,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,tron,recall,20,0.21694764862466726,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,tron,recall,30,0.34028393966282167,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,tron,recall,40,0.43890696375168425,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,tron,recall,50,0.5194386933517369,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,tron,mrr,10,0.015465242534403498,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,tron,mrr,20,0.024283117936319886,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,tron,mrr,30,0.02920853006821338,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,tron,mrr,40,0.03202230326112121,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,tron,mrr,50,0.033808436224730086,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,wearec,recall,10,0.013753327417923691,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,wearec,recall,20,0.039008840251076274,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,wearec,recall,30,0.08056459298695323,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,wearec,recall,40,0.14588057445200303,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,wearec,recall,50,0.24580170232344145,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,wearec,mrr,10,0.004573272833402966,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,wearec,mrr,20,0.006223152644274447,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,wearec,mrr,30,0.007842487122930581,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,wearec,mrr,40,0.009675168049317064,TC-SACP-G w/o Sur.
diginetica,unpopular,21325,wearec,mrr,50,0.011869615143125976,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,freqrec,recall,10,0.003697131026323573,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,freqrec,recall,20,0.014262709914883829,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,freqrec,recall,30,0.03309343060895856,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,freqrec,recall,40,0.06602254428341385,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,freqrec,recall,50,0.11738801800913602,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,freqrec,mrr,10,0.0006502516657303217,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,freqrec,mrr,20,0.001323252743643562,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,freqrec,mrr,30,0.002061746518176258,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,freqrec,mrr,40,0.0029885124680918305,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,freqrec,mrr,50,0.004113766421341477,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,mdhg,recall,10,0.0007722895921653686,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,mdhg,recall,20,0.0025140490979000296,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,mdhg,recall,30,0.005175983436853002,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,mdhg,recall,40,0.009053863091130172,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,mdhg,recall,50,0.013966939432777941,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,mdhg,mrr,10,0.00016569276280407102,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,mdhg,mrr,20,0.0002790006615239988,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,mdhg,mrr,30,0.0003838246668670589,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,mdhg,mrr,40,0.000492262224485005,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,mdhg,mrr,50,0.0005996408295928186,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,miasrec,recall,10,0.3289132077951954,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,miasrec,recall,20,0.6151533076998915,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,miasrec,recall,30,0.7406092871931381,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,miasrec,recall,40,0.8275658089322686,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,miasrec,recall,50,0.8931939925728746,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,miasrec,mrr,10,0.07358946952755743,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,miasrec,mrr,20,0.09369868377412031,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,miasrec,mrr,30,0.09878063282117738,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,miasrec,mrr,40,0.10125784316948044,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,miasrec,mrr,50,0.10271693947618271,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,srgnn,recall,10,0.15582174898945086,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,srgnn,recall,20,0.25986723191692135,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,srgnn,recall,30,0.34099050248118573,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,srgnn,recall,40,0.41031581714811527,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,srgnn,recall,50,0.4632423017516185,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,srgnn,mrr,10,0.058029138348078164,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,srgnn,mrr,20,0.0650901536075975,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,srgnn,mrr,30,0.06833262146004362,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,srgnn,mrr,40,0.07031406595900505,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,srgnn,mrr,50,0.07148702228760885,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,tron,recall,10,0.11671431857767262,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,tron,recall,20,0.2303559104801341,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,tron,recall,30,0.326382727003845,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,tron,recall,40,0.405977850077229,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,tron,recall,50,0.4708830392060206,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,tron,mrr,10,0.030388630415742197,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,tron,mrr,20,0.03801551611759857,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,tron,mrr,30,0.04184299017777358,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,tron,mrr,40,0.044113295201697274,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,tron,mrr,50,0.045550760573240194,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,wearec,recall,10,0.01299746951920865,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,wearec,recall,20,0.049492260672384894,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,wearec,recall,30,0.13635019225081338,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,wearec,recall,40,0.26928259226395873,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,wearec,recall,50,0.4140458115613395,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,wearec,mrr,10,0.002147765785249765,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,wearec,mrr,20,0.004507409648047134,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,wearec,mrr,30,0.007872124879194519,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,wearec,mrr,40,0.011621649587600778,TC-SACP-G w/o Sur.
diginetica,unpopular,23414,wearec,mrr,50,0.014816169128565442,TC-SACP-G w/o Sur.
diginetica,unpopular,28865,freqrec,recall,10,0.005455322225508561,TC-SACP-G w/o Sur.
diginetica,unpopular,28865,freqrec,recall,20,0.01892931085477669,TC-SACP-G w/o Sur.
diginetica,unpopular,28865,freqrec,recall,30,0.045581517631207075,TC-SACP-G w/o Sur.
diginetica,unpopular,28865,freqrec,recall,40,0.0821913306385356,TC-SACP-G w/o Sur.
diginetica,unpopular,28865,freqrec,recall,50,0.13450984258437673,TC-SACP-G w/o Sur.
diginetica,unpopular,28865,freqrec,mrr,10,0.0009725932394275128,TC-SACP-G w/o Sur.
diginetica,unpopular,28865,freqrec,mrr,20,0.0018308263974379463,TC-SACP-G w/o Sur.
diginetica,unpopular,28865,freqrec,mrr,30,0.002882661899783552,TC-SACP-G w/o Sur.
diginetica,unpopular,28865,freqrec,mrr,40,0.0039160369484415,TC-SACP-G w/o Sur.
diginetica,unpopular,28865,freqrec,mrr,50,0.005063722461550915,TC-SACP-G w/o Sur.
diginetica,unpopular,28865,mdhg,recall,10,1,TC-SACP-G w/o Sur.
diginetica,unpopular,28865,mdhg,recall,20,1,TC-SACP-G w/o Sur.
diginetica,unpopular,28865,mdhg,recall,30,1,TC-SACP-G w/o Sur.
diginetica,unpopular,28865,mdhg,recall,40,1,TC-SACP-G w/o Sur.
diginetica,unpopular,28865,mdhg,recall,50,1,TC-SACP-G w/o Sur.
diginetica,unpopular,28865,mdhg,mrr,10,1,TC-SACP-G w/o Sur.
diginetica,unpopular,28865,mdhg,mrr,20,1,TC-SACP-G w/o Sur.
diginetica,unpopular,28865,mdhg,mrr,30,1,TC-SACP-G w/o Sur.
diginetica,unpopular,28865,mdhg,mrr,40,1,TC-SACP-G w/o Sur.
diginetica,unpopular,28865,mdhg,mrr,50,1,TC-SACP-G w/o Sur.
diginetica,unpopular,28865,miasrec,recall,10,0.2658648000262907,TC-SACP-G w/o Sur.
diginetica,unpopular,28865,miasrec,recall,20,0.6171908376877321,TC-SACP-G w/o Sur.
diginetica,unpopular,28865,miasrec,recall,30,0.7873081599789674,TC-SACP-G w/o Sur.
diginetica,unpopular,28865,miasrec,recall,40,0.8638305563771402,TC-SACP-G w/o Sur.
diginetica,unpopular,28865,miasrec,recall,50,0.9063886424134872,TC-SACP-G w/o Sur.
diginetica,unpopular,28865,miasrec,mrr,10,0.06103710980596578,TC-SACP-G w/o Sur.
diginetica,unpopular,28865,miasrec,mrr,20,0.08518106315333285,TC-SACP-G w/o Sur.
diginetica,unpopular,28865,miasrec,mrr,30,0.09212507115728985,TC-SACP-G w/o Sur.
